Ligase,Scaffold_ID,Original_Scaffold_ID,RECRUITER_CODE,Scaffold_SMILES,Scaffold_Hash
DCAF15,LR-SCAF00007,DCAF15_SCAF_4,LR00150,C1CCN(CC2CCC(SNC3CCCC4CCNC43)O2)CC1,043dd9aa
DCAF16,LR-SCAF00006,DCAF16_SCAF_1,LR00151,C1CCC(C2NCC3NNCN3[C@@H]3SCC[C@H]23)CC1,032061a8
GID4,LR-SCAF00099,GID4_SCAF_1,LR00152,C1CCC2N[C@@H](CNCCN[C@H]3CC[C@@H](C4NC5CCCCC5N4)CC3)CC2C1,45d0eae5
HOIP(RNF31),LR-SCAF00175,HOIP(RNF31)_SCAF_1,LR00153,C1CNC2CCCC2C1,80019507
HOIP(RNF31),LR-SCAF00197,HOIP(RNF31)_SCAF_2,LR00154,C1CCC(CCCC2CCCCC2)CC1,88207aea
HOIP(RNF31),LR-SCAF00272,HOIP(RNF31)_SCAF_3,LR00155,C(CC1CCC(C2CNNC2)CC1)C[C@@H]1CCC[C@H](C2CNNC2)C1,b54cf8a8
HUWE1,LR-SCAF00319,HUWE1_SCAF_1,LR00156,C1CCC2CNCC2C1,d442e4d3
HUWE1,LR-SCAF00319,HUWE1_SCAF_1,LR00157,C1CCC2CNCC2C1,d442e4d3
KEAP1,LR-SCAF00015,KEAP1_SCAF_1,LR00158,C1CCC(CNCNC2NNC(C3CCCO3)O2)CC1,0b61e353
KEAP1,LR-SCAF00015,KEAP1_SCAF_1,LR00159,C1CCC(CNCNC2NNC(C3CCCO3)O2)CC1,0b61e353
KEAP1,LR-SCAF00305,KEAP1_SCAF_2,LR00160,C1CC[C@@H]2CCC3C(CC[C@H]4C3CCC3CCCC[C@H]34)C2C1,cb318e39
KEAP1,LR-SCAF00080,KEAP1_SCAF_3,LR00161,C1CCC(CN2CCC3CCCCC3[C@H]2CN2CC3CCCCC3C2)CC1,392becf9
KEAP1,LR-SCAF00157,KEAP1_SCAF_4,LR00162,C1CCC(NCCSC2NCC(SC3CCCCC3)CN2)CC1,73e3831c
KEAP1,LR-SCAF00157,KEAP1_SCAF_4,LR00163,C1CCC(NCCSC2NCC(SC3CCCCC3)CN2)CC1,73e3831c
KEAP1,LR-SCAF00118,KEAP1_SCAF_5,LR00164,C1CCC(SN[C@H]2CC[C@@H](NSC3CCCCC3)C3CCCCC32)CC1,5429c8b4
KEAP1,LR-SCAF00279,KEAP1_SCAF_6,LR00165,C1CCC2CN(C[C@@H]3C4CCCCC4CCN3C[C@@H]3CCCC[C@@H]3C3NNNN3)CC2C1,b91bbdb2
KEAP1,LR-SCAF00080,KEAP1_SCAF_3,LR00166,C1CCC(CN2CCC3CCCCC3[C@H]2CN2CC3CCCCC3C2)CC1,392becf9
KEAP1,LR-SCAF00080,KEAP1_SCAF_3,LR00167,C1CCC(CN2CCC3CCCCC3[C@H]2CN2CC3CCCCC3C2)CC1,392becf9
KEAP1,LR-SCAF00125,KEAP1_SCAF_7,LR00168,C1CCC(SNC2CCC(NSC3CCCCC3)C3CCCCC23)CC1,56acc5a7
KEAP1,LR-SCAF00280,KEAP1_SCAF_8,LR00169,C1CCC(SN[C@H]2CC[C@@H](NSC3CCCCC3)C3CCCC[C@@H]32)CC1,b9bcbd87
KEAP1,LR-SCAF00367,KEAP1_SCAF_9,LR00170,C1CCC(SNC2CCC(N3CCCC3)C3CCCCC23)CC1,fda7e042
KEAP1,LR-SCAF00036,KEAP1_SCAF_10,LR00171,C1CC[C@@H]2CCC3CNCNC3C2C1,14f6f8f5
KEAP1,LR-SCAF00012,KEAP1_SCAF_11,LR00172,C1CNCC(C2NNC3C2CC[C@H]2CCCCC32)C1,086ab553
KEAP1,LR-SCAF00231,KEAP1_SCAF_12,LR00173,C1CCCCC1,9970801b
KEAP1,LR-SCAF00131,KEAP1_SCAF_13,LR00174,C1CCC(CC2CCC3NNNC3C2)CC1,5bb4cd96
KEAP1,LR-SCAF00131,KEAP1_SCAF_13,LR00175,C1CCC(CC2CCC3NNNC3C2)CC1,5bb4cd96
KEAP1,LR-SCAF00069,KEAP1_SCAF_14,LR00176,C1CCC(SNCC2CCCC(CC3CCC4NNNC4C3)C2)CC1,335aedd3
KEAP1,LR-SCAF00321,KEAP1_SCAF_15,LR00177,C1CC(CC2CCC3NNNC3C2)CC(CN2CCOC3CCCCC3S2)C1,d6c24203
KEAP1,LR-SCAF00216,KEAP1_SCAF_16,LR00178,C1CC2OCNC2CO1,90a9b679
KEAP1,LR-SCAF00231,KEAP1_SCAF_12,LR00179,C1CCCCC1,9970801b
KEAP1,LR-SCAF00168,KEAP1_SCAF_17,LR00180,C1CC2C[C@@H]3CCO[C@H]3CC[C@@H]2C1,79dc462f
KEAP1,LR-SCAF00229,KEAP1_SCAF_18,LR00181,C1CCC([C@H]2CCNO2)CC1,972d2b1e
KEAP1,LR-SCAF00065,KEAP1_SCAF_19,LR00182,C1CCC(COC2C[C@@H](NSC3CCCCC3)CC[C@H]2NSC2CCCCC2)CC1,327c8c7c
KEAP1,LR-SCAF00335,KEAP1_SCAF_20,LR00183,C1CCC(CC2CCNCC2)CC1,e2ac831d
KEAP1,LR-SCAF00131,KEAP1_SCAF_13,LR00184,C1CCC(CC2CCC3NNNC3C2)CC1,5bb4cd96
KEAP1,LR-SCAF00131,KEAP1_SCAF_13,LR00185,C1CCC(CC2CCC3NNNC3C2)CC1,5bb4cd96
KEAP1,LR-SCAF00131,KEAP1_SCAF_13,LR00186,C1CCC(CC2CCC3NNNC3C2)CC1,5bb4cd96
KEAP1,LR-SCAF00069,KEAP1_SCAF_14,LR00187,C1CCC(SNCC2CCCC(CC3CCC4NNNC4C3)C2)CC1,335aedd3
KEAP1,LR-SCAF00321,KEAP1_SCAF_15,LR00188,C1CC(CC2CCC3NNNC3C2)CC(CN2CCOC3CCCCC3S2)C1,d6c24203
KEAP1,LR-SCAF00080,KEAP1_SCAF_3,LR00189,C1CCC(CN2CCC3CCCCC3[C@H]2CN2CC3CCCCC3C2)CC1,392becf9
KEAP1,LR-SCAF00185,KEAP1_SCAF_21,LR00190,C1CC(CN2CCC3CCCCC3[C@H]2CN2CC3CCCCC3C2)C1,830437f4
KEAP1,LR-SCAF00017,KEAP1_SCAF_22,LR00191,C1CCC(CN2CC[C@@H]3CCC(CC4CC[C@@H]5NNN[C@H]5C4)CC3C2)CC1,0c0fa4cc
KEAP1,LR-SCAF00017,KEAP1_SCAF_22,LR00192,C1CCC(CN2CC[C@@H]3CCC(CC4CC[C@@H]5NNN[C@H]5C4)CC3C2)CC1,0c0fa4cc
KEAP1,LR-SCAF00046,KEAP1_SCAF_23,LR00193,C1CCC(CN2CCC3CCC(CC4CCC5NNNC5C4)CC3C2)CC1,1fad0399
KEAP1,LR-SCAF00085,KEAP1_SCAF_24,LR00194,C1CCC(SNC2NC[C@H](NSC3CCCCC3)C3CCCC[C@H]23)CC1,3e761c10
KEAP1,LR-SCAF00248,KEAP1_SCAF_25,LR00195,C1CCC(SN[C@@H]2CC[C@@H](NSC3CCCCC3)C3CCCCC32)CC1,a4758722
KEAP1,LR-SCAF00210,KEAP1_SCAF_26,LR00196,C1CCC2CSCCNC[C@H](NC[C@@H]3CCCN3)COCC2C1,8d6062d9
KEAP1,LR-SCAF00077,KEAP1_SCAF_27,LR00197,C1CCC(N2NCC[C@H]2C2CC2)CC1,373a41fe
KEAP1,LR-SCAF00160,KEAP1_SCAF_28,LR00198,C1CCC(SN[C@@H]2CCCC(N3NCCC3C3CC3)C2)CC1,76042db5
KEAP1,LR-SCAF00023,KEAP1_SCAF_29,LR00199,C1CC([C@@H]2CCC[C@H](CN3CCCC3)C2)CC(N2NCCC2C2CC2)C1,0d78dc29
KEAP1,LR-SCAF00091,KEAP1_SCAF_30,LR00200,C1CCC(SNC2CCC[C@H](N3NCC[C@H]3C3CC3)C2)CC1,414d9e31
KEAP1,LR-SCAF00158,KEAP1_SCAF_31,LR00201,C1CCC(SN[C@H]2CCC[C@H](N3NCC[C@H]3C3CC3)C2)CC1,7484f9ab
KEAP1,LR-SCAF00049,KEAP1_SCAF_32,LR00202,C1CCC(SNC2CCCC(N3NCCC3C3CC3)C2)CC1,24459e25
KEAP1,LR-SCAF00268,KEAP1_SCAF_33,LR00203,C1CCC(SNC2CCC[C@H](N3NC[C@H](C4NNNN4)[C@H]3C3CC3)C2)CC1,b378c02e
KEAP1,LR-SCAF00213,KEAP1_SCAF_34,LR00204,C1CCC(SNC2CCCC(N3NCC[C@H]3C3CC3)C2)CC1,8ed40683
KEAP1,LR-SCAF00283,KEAP1_SCAF_35,LR00205,C1CCC(SN[C@H]2CCC[C@@H](N3NCC[C@@H]3C3CC3)C2)CC1,bc342e7d
KEAP1,LR-SCAF00130,KEAP1_SCAF_36,LR00206,C1CCC(SN[C@H]2CCC[C@@H](N3NCC[C@@H]3[C@H]3C[C@@H]3C3CCCCC3)C2)CC1,5b1cfc5b
KEAP1,LR-SCAF00091,KEAP1_SCAF_30,LR00207,C1CCC(SNC2CCC[C@H](N3NCC[C@H]3C3CC3)C2)CC1,414d9e31
KEAP1,LR-SCAF00123,KEAP1_SCAF_37,LR00208,C1CCC(SN[C@H]2CCCC(N3NCCC3[C@H]3C[C@@H]3C3CCCCC3)C2)CC1,561ef090
KEAP1,LR-SCAF00261,KEAP1_SCAF_38,LR00209,C1CCC(CC2CCCC2)CC1,ade4826c
KEAP1,LR-SCAF00322,KEAP1_SCAF_39,LR00210,C1CC2SCCC2CO1,d822e5ee
KEAP1,LR-SCAF00219,KEAP1_SCAF_40,LR00211,C1CCNCC1,927a5aa0
KEAP1,LR-SCAF00056,KEAP1_SCAF_41,LR00212,C1CCC2C(C1)CC1CCCCC12,2bb33eb6
KEAP1,LR-SCAF00056,KEAP1_SCAF_41,LR00213,C1CCC2C(C1)CC1CCCCC12,2bb33eb6
KEAP1,LR-SCAF00056,KEAP1_SCAF_41,LR00214,C1CCC2C(C1)CC1CCCCC12,2bb33eb6
KEAP1,LR-SCAF00084,KEAP1_SCAF_42,LR00215,C1CCC(CNCC2CCCC3CC4CCCCC4C23)CC1,3dcd0ae8
KEAP1,LR-SCAF00081,KEAP1_SCAF_43,LR00216,C1CCC(C2CCCC(N3CCCN3)N2)CC1,39972972
KEAP1,LR-SCAF00081,KEAP1_SCAF_43,LR00217,C1CCC(C2CCCC(N3CCCN3)N2)CC1,39972972
KEAP1,LR-SCAF00204,KEAP1_SCAF_44,LR00218,C1CCC(C2CCCC(N3NCCC3C3CC3)C2)CC1,8a78dae3
KEAP1,LR-SCAF00170,KEAP1_SCAF_45,LR00219,C1CCC(C2CCCC(N3NCCC3[C@@H]3C[C@H]3C3CNNN3)C2)CC1,7a9485f4
KEAP1,LR-SCAF00189,KEAP1_SCAF_46,LR00220,C1CCN(CC2CCCC(C3CCCC(N4NCCC4C4CC4)C3)C2)CC1,85047334
KEAP1,LR-SCAF00023,KEAP1_SCAF_29,LR00221,C1CC([C@@H]2CCC[C@H](CN3CCCC3)C2)CC(N2NCCC2C2CC2)C1,0d78dc29
KEAP1,LR-SCAF00042,KEAP1_SCAF_47,LR00222,C1CCN(CC2CCCC(C3CCCC(N4NCCC4[C@@H]4C[C@H]4C4CNNN4)C3)C2)CC1,1abbb07f
KEAP1,LR-SCAF00002,KEAP1_SCAF_48,LR00223,C1CC[C@@H]2COC[C@@H](NC[C@@H]3CCCN3)CNCCSCC2C1,009a993d
KEAP1,LR-SCAF00276,KEAP1_SCAF_49,LR00224,C1CC[C@H]2CSCCNC[C@H](NC[C@@H]3CCCN3)COCC2C1,b7bf4532
KEAP1,LR-SCAF00052,KEAP1_SCAF_50,LR00225,C1CC2COC[C@@H](NC[C@@H]3CCCN3)CNCCSCC2C(C2CCCC3NONC32)C1,2791a328
KEAP1,LR-SCAF00240,KEAP1_SCAF_51,LR00226,C1CCC(C2CCCC3COC[C@@H](NC[C@@H]4CCCN4)CNCCSCC32)CC1,9e188fdd
KEAP1,LR-SCAF00141,KEAP1_SCAF_52,LR00227,C1CCC([C@H]2CCCC3COC[C@@H](NC[C@@H]4CCCN4)CNCCSCC32)CC1,62e8bf8e
KEAP1,LR-SCAF00334,KEAP1_SCAF_53,LR00228,C1CCC(SNC2CC[C@@H](NSC3CCCCC3)C3CCCCC23)CC1,e259aa4c
KEAP1,LR-SCAF00263,KEAP1_SCAF_54,LR00230,C1CC2CC3CC[C@@H]4[C@H](C3)NNN4CCOCCO[C@@H]3CCC4OSN(CC(C1)C2)C[C@@H]4C3,ae7065f9
KEAP1,LR-SCAF00179,KEAP1_SCAF_55,LR00231,C1CCC(CNCCC2CCC3CCCCC3C2)CC1,81c2d1e9
KEAP1,LR-SCAF00179,KEAP1_SCAF_55,LR00232,C1CCC(CNCCC2CCC3CCCCC3C2)CC1,81c2d1e9
KEAP1,LR-SCAF00179,KEAP1_SCAF_55,LR00233,C1CCC(CNCCC2CCC3CCCCC3C2)CC1,81c2d1e9
KEAP1,LR-SCAF00171,KEAP1_SCAF_56,LR00234,C1CCC(CCNCC2CCCCC2)CC1,7d421122
KEAP1,LR-SCAF00312,KEAP1_SCAF_57,LR00235,C1CCC(CNCCC2CCC(CC3CCCCN3)CC2)CC1,cfa059c0
KEAP1,LR-SCAF00230,KEAP1_SCAF_58,LR00236,C1CC(C2NCNCN2)C[C@@H]([C@@H]2COCCN2)C1,980b70ea
KEAP1,LR-SCAF00371,KEAP1_SCAF_59,LR00237,C1CCC(SC2NCS[C@@H]2N2CCNCC2)CC1,fe69d68f
KEAP1,LR-SCAF00182,KEAP1_SCAF_60,LR00238,C1CCC(S[C@@H]2NCS[C@@H]2N2CCNCC2)CC1,8210da1c
KEAP1,LR-SCAF00332,KEAP1_SCAF_61,LR00239,C1CCC(SNCC2CCCC(CNCC3CCCC4CC5CCCCC5C34)C2)CC1,e202be48
KEAP1,LR-SCAF00364,KEAP1_SCAF_62,LR00240,C1CCC(SN2CCC3CCC(CNCC4CCCC5CC6CCCCC6C45)CC3C2)CC1,f8bbb460
KEAP1,LR-SCAF00176,KEAP1_SCAF_63,LR00241,C1CCC(NCCOC2CCCCC2)CC1,8097b959
KEAP1,LR-SCAF00055,KEAP1_SCAF_64,LR00242,C1CCC(NCCOC2CCCC(N3CCCCC3)C2)CC1,2b3918c7
KEAP1,LR-SCAF00030,KEAP1_SCAF_65,LR00243,C1CCCC(NCCOC2CCC3CCCCC3C2)CC1,0fbb2ced
KEAP1,LR-SCAF00200,KEAP1_SCAF_66,LR00244,C1CCCC(NCCOC2CCC3CC[C@@H](CC4CCC5OCOC5C4)CC3C2)CC1,89c06b8f
KEAP1,LR-SCAF00119,KEAP1_SCAF_67,LR00245,C1CCC(NCCOC2CCC3CCC(CC4CCC5OCOC5C4)CC3C2)CC1,54426dda
KEAP1,LR-SCAF00119,KEAP1_SCAF_67,LR00246,C1CCC(NCCOC2CCC3CCC(CC4CCC5OCOC5C4)CC3C2)CC1,54426dda
KEAP1,LR-SCAF00282,KEAP1_SCAF_68,LR00247,C1CCC(NCCOC2CCC3CCC(CC4CCC5OCCOC5C4)CC3C2)CC1,bb3f1616
KEAP1,LR-SCAF00357,KEAP1_SCAF_69,LR00248,C1CCCC(NCCOC2CCC3CCC(CC4CCC5OCCOC5C4)CC3C2)CC1,f303ffb9
KEAP1,LR-SCAF00190,KEAP1_SCAF_70,LR00249,C1CCC(SNC2CC(CCN3CCCC3)C(NSC3CCCCC3)C3CCCCC23)CC1,8540716d
KEAP1,LR-SCAF00059,KEAP1_SCAF_71,LR00250,C1CC(N2[C@@H]3CC[C@H]2COC3)C[C@@H]([C@H]2CCCC3CN(CC4CCC(N5CC6(CCC6)C5)CC4)COC32)C1,2d9e0be4
LIVIN,LR-SCAF00192,LIVIN_SCAF_1,LR00251,C1CCC(N2NCCC2NC[C@@H]2CS[C@@H]3CCCCCN23)CC1,85813b1f
LIVIN,LR-SCAF00309,LIVIN_SCAF_2,LR00252,C1CCC(C(CN[C@H]2CC[C@@H]3CCN[C@@H]32)C2CCCCC2)CC1,cdc82523
LIVIN,LR-SCAF00294,LIVIN_SCAF_3,LR00253,C1CCC2C(C1)CCCC2CN[C@H]1CC[C@@H]2CCN[C@@H]21,c3032de8
LIVIN,LR-SCAF00247,LIVIN_SCAF_4,LR00254,C1CCC(CCN2CCC[C@H]2C2NC(C3CCCC4CCCCC43)CS2)CC1,a464f5cc
LIVIN,LR-SCAF00281,LIVIN_SCAF_5,LR00255,C1CCC(CCN2CCC[C@H]2C2NC3C(CCCC3C3CCCCC3)S2)CC1,ba1b5668
LIVIN,LR-SCAF00005,LIVIN_SCAF_6,LR00256,C1CCC(C2CSNN2)CC1,00e15ffe
LIVIN,LR-SCAF00231,LIVIN_SCAF_7,LR00257,C1CCCCC1,9970801b
MDM2,LR-SCAF00166,MDM2_SCAF_1,LR00258,C1CCC(C2N[C@@H](C3CCCCC3)[C@@H](C3CCCCC3)N2CN2CCNCC2)CC1,788cb04f
MDM2,LR-SCAF00166,MDM2_SCAF_1,LR00259,C1CCC(C2N[C@@H](C3CCCCC3)[C@@H](C3CCCCC3)N2CN2CCNCC2)CC1,788cb04f
MDM2,LR-SCAF00277,MDM2_SCAF_2,LR00260,C1CCC(CN2CC3CCCCC3NC[C@@H]2C2CCCCC2)CC1,b802407d
MDM2,LR-SCAF00333,MDM2_SCAF_3,LR00261,C1CCC2NCCC2C1,e2518056
MDM2,LR-SCAF00333,MDM2_SCAF_3,LR00262,C1CCC2NCCC2C1,e2518056
MDM2,LR-SCAF00333,MDM2_SCAF_3,LR00263,C1CCC2NCCC2C1,e2518056
MDM2,LR-SCAF00231,MDM2_SCAF_4,LR00264,C1CCCCC1,9970801b
MDM2,LR-SCAF00206,MDM2_SCAF_5,LR00265,C1CNCN1,8b7236b6
MDM2,LR-SCAF00147,MDM2_SCAF_6,LR00266,C1CCC([C@H]2O[C@H]3CCCCC3C3NC4NCNN4[C@@H](C4CCCCC4)C32)CC1,67641f8b
MDM2,LR-SCAF00349,MDM2_SCAF_7,LR00267,C1CCC(CN2CN[C@@H](C3CCCCC3)[C@@H]2[C@H]2C(CN3CCCC3)N[C@H]3CCCC[C@H]23)CC1,ee411f57
MDM2,LR-SCAF00349,MDM2_SCAF_7,LR00268,C1CCC(CN2CN[C@@H](C3CCCCC3)[C@@H]2[C@H]2C(CN3CCCC3)N[C@H]3CCCC[C@H]23)CC1,ee411f57
MDM2,LR-SCAF00086,MDM2_SCAF_8,LR00269,C1CCC(CN2CNC(C3CCCCC3)[C@@H]2[C@H]2CNC3CCCCC32)CC1,3f56c184
MDM2,LR-SCAF00342,MDM2_SCAF_9,LR00270,C1CCC([C@@H]2CNC[C@@]23CNC2CCCCC23)CC1,e7872517
MDM2,LR-SCAF00155,MDM2_SCAF_10,LR00271,C1CCC(CNCC2CNC3CCCCC23)CC1,71e77d66
MDM2,LR-SCAF00221,MDM2_SCAF_11,LR00272,C1CCC(CNC[C@H]2CNC3CCCCC32)CC1,92f0dc5b
MDM2,LR-SCAF00028,MDM2_SCAF_12,LR00273,C1CCC(CN2CN[C@@H](C[C@H]3CNC4CCCCC43)C2)CC1,0f02df96
MDM2,LR-SCAF00028,MDM2_SCAF_12,LR00274,C1CCC(CN2CN[C@@H](C[C@H]3CNC4CCCCC43)C2)CC1,0f02df96
MDM2,LR-SCAF00139,MDM2_SCAF_13,LR00275,C1CCC(C2NC3S[C@@H](CN4CCCC4)CN3[C@@H]2C2CCCCC2)CC1,602da2b8
MDM2,LR-SCAF00138,MDM2_SCAF_14,LR00276,C1CCC(C2NC3S[C@@H](CN4CCC[C@H]4CN4CCNCC4)CN3[C@@H]2C2CCCCC2)CC1,60206d7e
MDM2,LR-SCAF00201,MDM2_SCAF_15,LR00277,C1CCC(CN2CNC(C3CCCCC3)[C@@H]2[C@H]2C(CNCCN3CCOCC3)NC3CCCCC32)CC1,89c2f209
MDM2,LR-SCAF00254,MDM2_SCAF_16,LR00278,C1CCC([C@H]2CCCN[C@@H]2C2CCCCC2)CC1,a90fce23
MDM2,LR-SCAF00254,MDM2_SCAF_16,LR00279,C1CCC([C@H]2CCCN[C@@H]2C2CCCCC2)CC1,a90fce23
MDM2,LR-SCAF00254,MDM2_SCAF_16,LR00280,C1CCC([C@H]2CCCN[C@@H]2C2CCCCC2)CC1,a90fce23
MDM2,LR-SCAF00075,MDM2_SCAF_17,LR00281,C1CCC([C@@H]2[C@H](C3CCCCC3)N[C@@H](C3CCCCC3)N2CN2CCNCC2)CC1,3689d426
MDM2,LR-SCAF00075,MDM2_SCAF_17,LR00282,C1CCC([C@@H]2[C@H](C3CCCCC3)N[C@@H](C3CCCCC3)N2CN2CCNCC2)CC1,3689d426
MDM2,LR-SCAF00104,MDM2_SCAF_18,LR00283,C1CCC([C@H]2NCN[C@H]2C2CCCCC2)CC1,488d2785
MDM2,LR-SCAF00104,MDM2_SCAF_18,LR00284,C1CCC([C@H]2NCN[C@H]2C2CCCCC2)CC1,488d2785
MDM2,LR-SCAF00090,MDM2_SCAF_19,LR00285,C1CCC(C2NC(C3CCCCC3)C(C3CCCCC3)N2)CC1,413c3ba4
MDM2,LR-SCAF00019,MDM2_SCAF_20,LR00286,C1CCC(C2NCN(CN3CCNCC3)C2C2CCCCC2)CC1,0c44a538
MDM2,LR-SCAF00114,MDM2_SCAF_21,LR00287,C1CCC(C2CNC[C@@H]2C2CCCCC2)CC1,51968811
MDM2,LR-SCAF00114,MDM2_SCAF_21,LR00288,C1CCC(C2CNC[C@@H]2C2CCCCC2)CC1,51968811
MDM2,LR-SCAF00187,MDM2_SCAF_22,LR00289,C1CCC(C[C@H]2CN[C@H](C3CCCCC3)[C@H](C3CCCCC3)O2)CC1,836621cc
MDM2,LR-SCAF00187,MDM2_SCAF_22,LR00290,C1CCC(C[C@H]2CN[C@H](C3CCCCC3)[C@H](C3CCCCC3)O2)CC1,836621cc
MDM2,LR-SCAF00187,MDM2_SCAF_22,LR00291,C1CCC(C[C@H]2CN[C@H](C3CCCCC3)[C@H](C3CCCCC3)O2)CC1,836621cc
MDM2,LR-SCAF00009,MDM2_SCAF_23,LR00292,C1CCC([C@H]2CNC[C@@]23CNC2CCCCC23)CC1,0675e058
MDM2,LR-SCAF00143,MDM2_SCAF_24,LR00293,C1CCC([C@H]2NCCO[C@H]2C2CCCCC2)CC1,6367056e
MDM2,LR-SCAF00103,MDM2_SCAF_25,LR00294,C1CCC(C[C@@]2([C@H]3CCCNC3)CNC3CCCCC32)CC1,4854b51b
MDM2,LR-SCAF00101,MDM2_SCAF_26,LR00295,C1CCC(NC[C@@H]2NC[C@@]3(CNC4CCCCC43)[C@H]2C2CCCCC2)CC1,475e369c
