SMILES,RECRUITER_CODE
CCN(CC)C(O)C1CCCC2C(O)C3CCCCC3C21,LR00212
CN(C)C(O)C1CCCC2C(O)C3CCCCC3C21,LR00213
OC(O)CNC(O)C1CCCC2C(O)C3CCCCC3C12,LR00214
OC(N[C@@H](C(O)O)C1CCCCC1)C1CCCC2C(O)C3CCCCC3C12,LR00215
CC(C)OC1CCCC(C2CCCC(N3NCC(C([O-])O)C3C(F)(F)F)N2)C1,LR00216
CN(C)C(O)C1CCCC(C2CCCC(N3NCC(C([O-])O)C3C(F)(F)F)N2)C1,LR00217
CN(C)C(O)C1CCCC(C2CCCC(N3NCC(C([O-])O)C3C3CC3)C2)C1,LR00218
CN1CC([C@@H]2C[C@H]2C2C(C([O-])O)CNN2C2CCCC(C3CCCC(C(O)N(C)C)C3)C2)NN1,LR00219
CCC[C@@H]1CCCCN1C(O)C1CCCC(C2CCCC(N3NCC(C([O-])O)C3C3CC3)C2)C1F,LR00220
CCCC[C@@H]1CCCN1C(O)[C@H]1CCC[C@@H](C2CCCC(N3NCC(C([O-])O)C3C3CC3)C2)C1,LR00221
CCC[C@@H]1CCCCN1C(O)C1CCCC(C2CCCC(N3NCC(C([O-])O)C3[C@@H]3C[C@H]3C3CN(C)NN3)C2)C1,LR00222
CC(O)N1CCC[C@H]1[C@@H](O)N[C@@H]1CO[C@@H](O)[C@H]2CCCCC2C[S@H](O)C[C@H](C(O)N(C)C)NC1O,LR00223
CNC(O)CC[C@H](O)N1CCC[C@H]1C(O)N[C@@H]1COC(O)C2CCCC[C@H]2CSC[C@H]([C@@H](O)N(C)C)NC1O,LR00224
CC(O)N1CCC[C@H]1C(O)N[C@@H]1CO[C@@H](O)C2CCCC(C3CCCC4NONC43)C2CSC[C@H](C(O)N(C)C)NC1O,LR00225
CC(O)N1CCC[C@H]1C(O)N[C@@H]1COC(O)C2CCCC(C3CCCC(C(O)O)C3)C2CSC[C@H](C(O)N(C)C)N[C@H]1O,LR00226
CC(O)N1CCC[C@H]1C(O)N[C@@H]1COC(O)C2CCC[C@H](C3CCC(C(O)O)CC3)C2CSC[C@H](C(O)N(C)C)NC1O,LR00227
COC1CCC(S(O)(O)N(CC(N)O)C2CC[C@@H](N(C[C@H](N)O)S(O)(O)C3CCC(N)CC3)C3CCCCC32)CC1,LR00228
CC1CCC2CC1[C@@H](C)N1C[C@@H]3C[C@@H](CCC3OS1(O)O)OCCOCCN1NN[C@@H]3[C@H]1CCC([C@H]2CC(O)O)[C@@H]3C,LR00230
CC1CCC([C@H](CC(O)O)NC(O)CC2CCC3CCCCC3C2)CC1,LR00231
CC1CCC([C@@H](NC(O)CC2CCC3CCCCC3C2)[C@@H](C)C(O)O)CC1,LR00232
CC1CCC([C@@H](NC(O)[C@@H](F)C2CCC3CCCCC3C2)[C@@H](C)C(O)O)CC1,LR00233
C[C@@H]1CCC([C@@H](NC(O)[C@@H](F)C2CCC(Cl)CC2)[C@@H](C)C(O)O)C[C@H]1OCC(C)(C)CN,LR00234
CCOC1CCCNC1CC1CCC([C@H](F)C(O)N[C@H](C2CCC(C)CC2)[C@@H](C)C(O)O)CC1,LR00235
CC[C@@H](O)N1CCOC[C@H]1[C@H]1CC(Cl)CC(C2NCNC(N)N2)C1,LR00236
C[C@@H]1C(O)N(C)CCN1[C@H]1SCNC1S(O)(O)C1CCCCC1Cl,LR00237
C[C@@H]1C(O)N(C)CCN1[C@H]1SCN[C@H]1S(O)(O)[C@H]1CCCC[C@@H]1CN,LR00238
COC1CCC(S(O)(O)NCC2CCCC([C@@H](NC(O)C3CCCC4C(O)C5CCCCC5C34)C(O)O)C2)CC1,LR00239
COC1CCC(S(O)(O)N2CCC3CCC([C@@H](NC(O)C4CCCC5C(O)C6CCCCC6C45)C(O)O)CC3C2)CC1,LR00240
OC(COC1CCCCC1)NC1CCCCC1,LR00241
OC(COC1CCCC(N2CCC(C(O)O)CC2)C1)NC1CCCCC1,LR00242
OC(O)CCC1CCC2CCC(OCC(O)NC3CCCCCC3)CC2C1,LR00243
CC1CC2OCOC2CC1[C@@H](CC(O)O)[C@@H]1CCC2CCC(OCC(O)NC3CCCCCC3)CC2C1,LR00244
OC(O)C[C@@H](C1CCC2CCC(OCC(O)NC3CCCCC3)CC2C1)C1CCC2OCOC2C1,LR00245
OC(O)C[C@@H](C1CCC2CCC(OCC(O)NC3CCCCC3)CC2C1)C1CCC2OCOC2C1,LR00246
OC(O)C[C@@H](C1CCC2CCC(OCC(O)NC3CCCCC3)CC2C1)C1CCC2OCCOC2C1,LR00247
OC(O)C[C@@H](C1CCC2CCC(OCC(O)NC3CCCCCC3)CC2C1)C1CCC2OCCOC2C1,LR00248
CCOC1CCC(S(O)(O)NC2CC(CC(O)N3CCCC3)C(NS(O)(O)C3CCC(OCC)CC3)C3CCCCC23)CC1,LR00249
COC1CC2(C1)CN(C1CC(Cl)[C@H](C(O)N3COC4C(CCC[C@@H]4[C@@H]4CC(N5[C@@H]6CC[C@H]5COC6)C(C([O-])O)C[C@H]4F)C3)[C@@H](Cl)C1)C2,LR00250
CN[C@@H](C)C(O)N[C@@H]1CCC[C@H]2SC(C)(C)[C@@H](C(O)NC3CC(C)NN3C3CCCCC3)N2C1O,LR00251
CN[C@@H](C)C(O)N[C@H](C(O)N1CC[C@H]2CC[C@H](NC(O)C(C3CCCCC3)C3CCCCC3)[C@H]21)C(C)(C)C,LR00252
CN[C@@H](C)C(O)N[C@H](C(O)N1CC[C@H]2CC[C@H](NC(O)C3CCCC4CCCCC43)[C@H]21)C(C)(C)C,LR00253
CN[C@@H](C)C(O)N[C@@H](C1CCCCC1)C(O)N1CCC[C@H]1C1NC(C2CCCC3CCCCC32)CS1,LR00254
CN[C@@H](C)C(O)N[C@@H](C1CCCCC1)C(O)N1CCC[C@H]1C1NC2C(CCCC2C2CCCCC2)S1,LR00255
N[C@@H]1SNNC1C1CCCCC1,LR00256
N[C@H](CO)C1CCCCC1,LR00257
CCOC1CC(OC)CC[C@H]1C1N[C@@H](C2CCC(Br)CC2)[C@@H]([C@H]2CC[C@@H](Br)CC2)N1C(O)N1CCN(CCO)CC1,LR00258
CCOC1CC(OC)CC[C@H]1C1N[C@@H](C2CCC(Br)CC2)[C@@H]([C@H]2CC[C@@H](Br)CC2)N1C(O)N1CCN(CCO)CC1,LR00259
OC(O)[C@H](C1CCC(Cl)CC1)N1C(O)C2CC(I)CCC2NC(O)[C@@H]1C1CCC(Cl)CC1,LR00260
N[C@H](CO)CC1CNC2C[C@H](Cl)CCC12,LR00261
N[C@H](CO)CC1CNC2C[C@H](Cl)CCC12,LR00262
N[C@H](CO)CC1CNC2C[C@H](Cl)CCC12,LR00263
N[C@H](CO)C[C@H]1CC[C@@H](C[PH](O)(O)O)CC1,LR00264
NC(O)[C@@H](N)CC1CNCN1,LR00265
BrC1CCC([C@H]2O[C@H]3CCCCC3C3NC4NCNN4[C@@H](C4CCC(Br)CC4)C32)CC1,LR00266
CN(C)CCCN(C)[C@H]1CCN(C(O)C2N[C@H]3CC(Cl)CC[C@@H]3[C@H]2[C@H]2[C@H](C3CCCCC3)NCN2CC2CCC(Cl)CC2)C1,LR00267
CN(C)CCCN(C)[C@H]1CCN(C(O)C2N[C@H]3CC(Cl)CC[C@@H]3[C@H]2[C@H]2[C@H](C3CCCCC3)NCN2CC2CCC(Cl)CC2)C1,LR00268
OC(O)[C@@H]1NC2CC(Cl)CCC2[C@H]1[C@H]1C(C2CCCCC2)NCN1CC1CCC(Cl)CC1,LR00269
CC(C)(C)C[C@H]1N[C@@H]([C@H](N)O)[C@@H]([C@@H]2CCCC(Cl)C2F)[C@]12C(O)NC1CC(Cl)CCC12,LR00270
CC(C)(C)NC(O)[C@H](C1C2CCC(Cl)CC2NC1C(O)O)N(CO)CC1CCC(Cl)CC1,LR00271
CC(C)(C)N[C@@H](O)C([C@@H]1C2CCC(Cl)CC2NC1C(O)O)N(CO)CC1CCC(F)C(F)C1,LR00272
C[C@@H]1C(Cl)CCC2C1NC[C@@H]2C[C@@H]1N[C@H](O)N(C[C@H]2CCC(F)C(F)C2)C1O,LR00273
C[C@@H]1C(Cl)CCC2C1NC[C@@H]2C[C@@H]1N[C@H](O)N(C[C@H]2CCC(F)C(F)C2)C1O,LR00274
CC(C)[C@H]1[C@H]([C@H](O)N2CCC[C@H]2C(O)N(C)C)SC2N[C@@](C)(C3CCC(Cl)CC3)[C@@H](C3CCC(Cl)CC3)N21,LR00275
CC[C@@H]1CC[C@@H](C(O)N2CCN(C(C)O)[C@H](C)C2)N1[C@@H](O)[C@@H]1SC2N[C@@](C)(C3CCC(Cl)CC3)[C@@H](C3CCC(Cl)CC3)N2C1C(C)C,LR00276
OC(NCCN1CCOCC1)C1NC2CC(Cl)CCC2[C@H]1[C@H]1C(C2CCCCC2)NCN1CC1CCC(Cl)CC1,LR00277
CC[C@@H](C(O)OC(C)(C)C)N1[C@H](O)[C@@H](CC(O)O)C[C@H]([C@@H]2CCCC(Cl)C2)[C@H]1C1CCC(Cl)CC1,LR00278
CC[C@@H]([C@H](C)O)N1C(O)[C@@](C)(CC(O)O)C[C@H]([C@@H]2CCC[C@H](Cl)C2)[C@H]1C1CCC(Cl)CC1,LR00279
CC[C@@H](CO)N1C(O)[C@@H](CC(O)O)C[C@H](C2CCCC(Cl)C2)[C@H]1C1CCC(Cl)CC1,LR00280
COC1CCC([C@@H]2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00281
COC1CCC([C@@H]2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00282
CC1N[C@H](C2CCC(Cl)CC2)[C@H](C2CCC(Cl)CC2)N1,LR00283
CC1N[C@H](C2CCC(Cl)CC2)[C@H](C2CCC(Cl)CC2)N1,LR00284
CCOC1CC(C(C)(C)C)CCC1C1N[C@@](C)(C2CCC(Cl)CC2)[C@@](C)(C2CCC(Cl)CC2)N1,LR00285
C[C@H]1N[C@@](C)(C2CCC(Cl)CC2)[C@@](C)(C2CCC(Cl)CC2)N1C(O)N1CCN(CCCS(C)(O)O)CC1,LR00286
CC(C)(C)C[C@@H]1N[C@@H](C(O)NCC[C@H](O)CO)[C@H](C2CCCC(Cl)C2)[C@@]1(CN)C1CCC(Cl)CC1,LR00287
CC(C)(C)C[C@@H]1N[C@@H](C(O)NCC[C@H](O)CO)[C@H](C2CCCC(Cl)C2F)[C@@]1(CN)C1CCC(Cl)CC1F,LR00288
CN1C(O)[C@H](CC2CCCCC2)O[C@@H](C2CCC(Br)CC2)[C@H]1C1CCC(Br)CC1,LR00289
CN1C(O)[C@H](CC2CCCCC2)O[C@@H](C2CCC(Cl)CC2)[C@H]1C1CCC(Cl)CC1,LR00290
CCC[C@H](C(O)O)N1C(O)[C@H](CC2CCC(F)CC2)O[C@@H](C2CCC(Cl)CC2)[C@H]1C1CCC(Cl)CC1,LR00291
CC(C)(C)C[C@@H]1N[C@@H](C(O)NCCN)[C@H]([C@@H]2CCC[C@H](Cl)C2F)[C@]12C(O)NC1CC(Cl)CCC12,LR00292
CC[C@@H](CO)N1C(O)[C@H](CC(O)O)O[C@@H](C2CCCC(Cl)C2)[C@H]1C1CCC(Cl)CC1,LR00293
CC(O)N1CCC[C@H]([C@]2(CC3CCCC(Cl)C3)C(O)NC3CC(Cl)CCC32)C1,LR00294
CC(C)(C)C[C@@H]1N[C@@H](C(O)NC2CCC(C(N)O)CC2)[C@H](C2CCCC(Cl)C2F)[C@]12C(O)NC1CC(Cl)CCC12,LR00295
COC1C[C@H](C(N)O)CCC1NC(O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(O)NC3CC(Cl)SC32)[C@H]1C1CCCC(Cl)C1F,LR00296
CC(C)(C)NC(O)[C@@]1([C@@H]2C3CCC(Cl)CC3NC2C(O)O)N2[C@H](O)[C@]21C1CCC(OCC2CCC(Cl)CC2)CC1,LR00297
CC(C)C[C@H](N[C@H](C1C2CCC(Cl)CC2N[C@H]1[C@@H](O)NO)[C@@H](O)NCC1CCCCC1)[C@@H](O)NO,LR00298
CC(C)C[C@H](N[C@H](C1C2CCC(Cl)CC2N[C@H]1[C@@H](O)NO)[C@@H](O)NCC1CCCCC1)[C@@H](O)NO,LR00299
CCCCCCC[C@@](C)(N)CO,LR00300
CC[C@@H](CS(O)(O)C(C)(C)C)N1C(O)[C@@](C)(CC(O)O)C[C@H](C2CCCC(Cl)C2)[C@H]1C1CCC(Cl)CC1,LR00301
CC(C)(C)S(O)(O)C[C@H](C1CC1)N1C(O)[C@@H](CC(O)O)O[C@H](C2CCCC(Cl)C2)[C@H]1C1CCC(Cl)CC1,LR00302
CC[C@@H](CS(O)(O)C(C)(C)C)N1C(O)[C@@H](CC(O)O)O[C@H](C2CCCC(Cl)C2)[C@H]1C1CCC(Cl)CC1,LR00303
CC(C)(C)S(O)(O)C[C@H](C1CC1)N1[C@H](C2CCC(Cl)C(F)C2)[C@@H](C2CCCC(Cl)C2)C[C@](C)(CC2NCC(CC(O)O)S2)[C@H]1O,LR00304
CC(C)(C)S(O)(O)C[C@H](C1CC1)N1C(O)[C@](C)(CC2CCC(C(O)O)CN2)O[C@H](C2CCCC(Cl)C2)[C@H]1C1CCC(Cl)CC1,LR00305
CC(C)(C)S(O)(O)C[C@H](C1CC1)N1C(O)[C@@](C)(C[C@H]2CCC(C(O)O)CN2)C[C@H](C2CCCC(Cl)C2)[C@H]1[C@H]1CC[C@H](Cl)CC1,LR00306
CC(C)(C)S(O)(O)C[C@H](C1CC1)N1C(O)[C@@](C)(CC2CCC(C(O)O)CN2)O[C@H](C2CCCC(Cl)C2)[C@H]1C1CCC(Cl)CC1,LR00307
CC[C@@H](CS(O)(O)C(C)(C)C)N1C(O)[C@H](CC(O)O)O[C@H](C2CCCC(Cl)C2)[C@H]1C1CCC(Cl)CC1,LR00308
CC1CCC[C@@H]([C@@H]2N[C@@H](C(O)O)[C@H]([C@@H]3CCCC(Cl)C3)N2C2CC(Cl)CCC2C)C1,LR00309
CC[C@@H](C1CCCC(C2CC2)N1)N1C(O)[C@@](C)(CC(O)O)C[C@H](C2CCCC(Cl)C2)[C@H]1C1CCC(Cl)CC1,LR00310
C[C@]1(CC(O)O)C[C@H](C2CCCC(Cl)C2)[C@@H](C2CCC(Cl)CC2)N([C@H](CS(O)(O)N2CCCC2)C2CC2)C1O,LR00311
CCCCCCC[C@@](C)(N)CO,LR00312
CN1[C@@H](O)C(CC2CCC(Cl)CC2)[C@H]([C@H]2CNC3C[C@H](Cl)CC[C@H]32)[C@@]1(O)CC1CCC(Cl)CC1,LR00313
O[C@@H]1O[C@](O)(CC2CCC(Cl)CC2)[C@H](C2CNC3CC(Cl)CCC32)C1CC1CCC(Cl)CC1,LR00314
CCOC1CC2CC(O)N(C3CCC(C)CC3OCC3NNNN3)[C@@H](C3CCC(Cl)CC3)C2CC1OCC,LR00315
COC1CC2CC(O)N(C3CCC(N(C)C[C@H]4CC[C@H](N5CCN(C)C(O)C5)CC4)CC3)[C@@H](C3CCC(Cl)CC3)C2CC1OC(C)C,LR00316
CC[C@@H](C)OC1CC2C(CC1OC)CC(O)N(C1CCC(N(C)CC3CCNCC3)CC1)[C@H]2C1CCC(Cl)CC1,LR00317
CC(C)C[C@@H](CO)N[C@@H](C)O,LR00318
CCN1NN[C@@H]2C3CCCCC3[C@H]3C(NNN3CC)C3CCCCC3C21,LR00319
COC1CCC([C@@H]2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00320
OC(O)CCC(O)NCCCCCCO[C@H](O)[C@@H]1NC2CC(Cl)CCC2[C@H]1[C@H]1[C@H]([C@H]2CC[C@H](F)CC2)NCN1CC1CCC(Cl)CC1,LR00321
OC(O)CCC(O)NCCCCCCO[C@H](O)[C@@H]1NC2CC(Cl)CCC2[C@H]1[C@H]1[C@H]([C@H]2CC[C@H](F)CC2)NCN1CC1CCC(Cl)CC1,LR00322
CC(C)(C)CN1C[C@@H](N)[C@H](C2CCCC(Cl)C2)[C@]12C(O)NC1CC(Cl)CCC12,LR00323
OC(O)CN1CC[C@H]2[C@@H]1[C@H](C1CCCC(Cl)C1)[C@@]1(C3CC[C@H](Cl)CC3N[C@@H]1O)N2CC1CC1,LR00324
CCOC1CCCC(CN2[C@@H](C)[C@@H](N)[C@H](C3CCCC(Cl)C3F)[C@]23C(O)NC2CC(Cl)CCC23)C1,LR00325
OC(O)C1CCC([C@H]2C[C@H]3[C@@H](N2)[C@H]([C@@H]2CCC[C@H](Cl)[C@H]2F)[C@]2(C(O)N[C@@H]4CC(Cl)CC[C@H]42)N3CC2CC2)CC1,LR00326
COC1CCCCC1N1NC2C(C1C(C)C)[C@H](C1CCC(Cl)CC1C)N(C1CC(Cl)CCC1OCCN(C)C)C2O,LR00327
CC(C)(C)NC(O)[C@@H]([C@@H]1C2CCC(Cl)CC2NC1C(O)O)N(CO)CC1CC(F)C(F)C(F)C1,LR00328
COC1NCC(C2NC3C(O)N(C4CC(Cl)CN(C)C4O)[C@@H](C4CCC(Cl)CC4)[C@@H]3N2C(C)C)C(OC)N1,LR00329
CC(C)(C)C[C@@H]1N[C@@H](C(O)N[C@H]2CC[C@H](O)CC2)[C@H]([C@@H]2CCCC(Cl)C2F)[C@]12C(O)NC1CC(Cl)CCC12,LR00330
N[C@H](CO)CCCCNCS,LR00331
N[C@H](CO)CCCCNCS,LR00332
CCCCCCC[C@@](C)(N)CO,LR00333
N[C@H](CO)CC1CNC2C[C@H](Cl)CCC12,LR00334
COC1CCC([C@@H]2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00335
COC1CCC([C@@H]2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00336
CCCCCCC[C@@](C)(N)CO,LR00337
COC1NCC([C@@H]2NC3C(O)N(C4CC(Cl)CCC4C)[C@@H](C4CCC(Cl)CC4C)C3N2C(C)C)C(OC)N1,LR00338
CCN1NNC2C3CCC([N+](C)(C)C)CC3C3C(NNN3CC)C3CCC(N(C)C)CC3C21,LR00339
OC1NC[C@H]2[C@@H]1[C@H](C1CCCC(Cl)C1F)[C@]1(C(O)NC3CC(Cl)CCC31)N2CC1CC1,LR00340
N[C@@H](CO)CC1CNC2CC(F)CCC12,LR00341
COC1NC(N(C)C)NCC1N1NC2C(C1C(C)C)[C@H](C1CCC(CN)CC1)N(C1CC(Cl)CNC1O)C2O,LR00342
CC(C)C1NNC2C1[C@H]([C@@H]1CCC(Cl)CC1C)N(C1CCCC(Cl)C1F)C2O,LR00343
CN(C)CCCN(C)[C@H]1CCN([C@@H](O)[C@H]2NC3CC(Cl)CCC3[C@H]2[C@H]2[C@H](C3CCCCC3)NCN2CC2CC[C@@H](Cl)CC2CO)C1,LR00344
CC(C)(C)NC(O)CC1CC[C@@H](Cl)CC1N1C(C2CCCCC2)N[C@@H](C2NNNN2)[C@@H]1[C@@H]1CCC(F)C(Cl)C1,LR00345
C[C@@H](C1CCC(Cl)CC1)N1CNC(C2CCCCC2)C1[C@@H]1C2CCC(Cl)CC2NC1C(O)NCCN1CCN(C2CCCCC2)CC1,LR00346
COC1NC(N(C)C)NCC1N1NC2C(C1C(C)C)[C@H](C1CCC(CN)CC1)N(C1CC(Cl)CNC1O)C2O,LR00347
COC1NCC(C2NC3C([C@H](C4CCC(Cl)CC4)N([C@@H](C)C4CCCC(Cl)C4)C3O)N2C(C)C)C(OC)N1,LR00348
COC1CCCC2C(C(O)N[C@H]3CCN(C4CCC(C)CC4)C3)CNC12,LR00349
CCCCCCC[C@@](C)(N)CO,LR00350
CCCCCCC[C@@](C)(N)CO,LR00351
CCCN1C[C@H](CN(C)C(O)[C@@H]2C[C@H](C3CCCC3[C@@H]3CC(C(O)N(C)CC4CN(CC)NN4)SC3C)C(C)S2)NN1,LR00352
CC(C)(O)[C@@H]1CC(F)[C@H]2C(C1)C(O)N(CC1CCC(Cl)CN1)[C@@]2(OCC1(C(N)O)CC1)C1CCC(Cl)CC1,LR00353
CC(C)(O)C1CC(F)[C@H]2C(C1)C(O)N(CC1CCC(Cl)CN1)[C@@]2(OCC1(O)CC1)C1CCC(Cl)CC1,LR00354
CC(C)(O)[C@@H]1CC(F)[C@H]2C(C1)C(O)N(CC1CCC(CN)CN1)[C@@]2(OCC1(CO)CC1)[C@H]1CC[C@@H](Cl)CC1,LR00355
[O-][N@@H+](O)C1CCC(CN2C(O)C3CCCC(Cl)C3[C@]2(OCC2(CO)CC2)C2CCC(Cl)CC2)CC1,LR00356
CC(C)(O)[C@@H]1CC(F)[C@H]2C(C1)C(O)N(CC1CC[C@@H](Cl)CN1)[C@@]2(OCC1(CO)CC1)[C@H]1CC[C@@H](Cl)CC1,LR00357
CCC1CCC(CN2C(O)C3C[C@H](C(C)(C)O)CC[C@@H]3[C@]2(OCC2(CO)CC2)C2CCC(Cl)CC2)CC1,LR00358
COC1CCC([C@@H]2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00359
COC1CCC([C@@H]2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00360
COC1CCC([C@@H]2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00361
C[C@@H](NC1NC(C(O)O)NC2NC(C3CCC4SCCC4C3)N(CC3CCC(Cl)CC3)C21)C1CC1,LR00362
C[C@H]1CC[C@H](CN2C3[C@H]([C@H]4CNC[C@H](Cl)C4)NC([C@@H]4NOC(O)N4)C[C@H]3N[C@H]2N2CCO[C@@H]3CCC[C@H]32)CC1,LR00363
COC[C@@H](C)C1NC2CC([C@@H]3NOC(O)N3)NC(C3CNCC(Cl)C3)C2N1[C@H](C)[C@H]1CC[C@H](C)CC1,LR00364
CCO[C@H](C1CC1)C1NC2C[C@@H]([C@@H]3NOC(O)N3)NC(C3CNC[C@H](Cl)C3)C2N1[C@H](C)[C@H]1CC[C@H](C)CC1,LR00365
COC1CCC([C@H]2N[C@@H](C3CC[C@H](Cl)C(Cl)C3)[C@@H]([C@H]3CCC(Cl)C(Cl)C3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00366
COC1CC[C@@H](C2N[C@@H](C3CCC(Cl)CC3)[C@@H](C3CCC(Cl)CC3)N2C(O)N2CCNC(O)C2C)[C@H](OC(C)C)C1,LR00367
N[C@H](CO)CC1CCCC(C(F)(F)F)C1,LR00368
CCCCCCC[C@@](C)(N)CO,LR00369
COC1CCC([C@@H]2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00370
COC1CCC([C@@H]2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00371
CC1C2NN3C(C[C@H]4[C@@H]3[C@H](C3CCCC(Cl)C3F)[C@]3(C(O)NC5CC(Cl)CCC53)N4CC3CC3)C2CC[C@@H]1C(O)O,LR00372
CC(C)C[C@H](N)CNCO,LR00373
CN(C)CCCN(C)[C@H]1CCN([C@H](O)C2NC3CC(Cl)CCC3C2[C@H]2C(C3CCCCC3)NCN2CC2CCC(Cl)CC2)C1,LR00374
COC1CCC(C2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00375
COC1CCC(C2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00376
COC1CCC(C2N[C@@H](C3CCC(Cl)CC3)[C@@H]([C@H]3CC[C@H](Cl)CC3)N2C(O)N2CCNC(O)C2)C(OC(C)C)C1,LR00377
CC(O)N1CC2C(C3CCC(C(O)N4CCCC5CCCCC54)CC3)CNN2C[C@@H]1CC1CCCCC1,LR00378
