SMILES,RECRUITER_CODE
NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O,LR00379
NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O,LR00380
CC(O)N[C@@H]1CCCC(CNC(O)[C@H](CC2CCC(O[PH](O)(O)O)CC2)NC(O)CC2CCC(F)CC2)C1,LR00381
CC1CC(CNC(O)[C@H](CC2CCC(O[PH]([O-])([O-])O)CC2)NC(O)CC2CCC(F)CC2)CCC1F,LR00382
CCC1CC(CNC(O)[C@H](CC2CCC(O[PH]([O-])([O-])O)CC2)NC(O)CC2CCC(F)CC2)CCC1F,LR00383
[O-][PH]([O-])(O)OC1CCC(C[C@H](NC(O)CC2CCC(F)CC2)C(O)NCC2CCC(F)CC2)CC1,LR00384
CCCC1CC(CNC(O)[C@H](CC2CCC(O[PH]([O-])([O-])O)CC2)NC(O)CC2CCC(F)CC2)CCC1F,LR00385
CCCC1CC(CNC(O)[C@H](CC2CCC(O[PH]([O-])([O-])O)CC2)NC(O)CC2CCC(F)CC2)CCC1F,LR00386
CC1NC2NC(C(C)C)CC(O)N2N1,LR00387
CS(O)(O)NCCC1CCC(F)CC1,LR00388
CC1CC(CN2NC(C)CCC2O)ON1,LR00389
C1CNC(N2CC[C@]3(CCOC3)C2)CN1,LR00390
OC1CN(C(C2CCCCC2)C2CCCCC2)C1,LR00391
CC[C@@]1(O)CCN(C2CCC(F)CN2)C1,LR00392
C[C@]1(O)C[C@@H](NC2NCCCC2F)C1,LR00393
CC(O)N1C[C@H]2CC[C@@H]1C1CCCC[C@@H]12,LR00394
CC1C[C@H](N2CCCCC2)NC(CO)N1,LR00395
O[C@@H](NC1CC1)[C@@H]1CNN2CCCNC12,LR00396
CS(O)(O)C1NCCN1CC1CSCN1,LR00397
CC[C@H]1NN[C@H](N[C@@H](O)[C@H]2CCCO2)S1,LR00398
CC(O)N1CCN(C(N)O)CC1,LR00399
CCCC1CC(O)OC2CC(OC(C)O)CCC12,LR00400
CCCC1CC(O)OC2CC(OC(C)O)CCC12,LR00401
OC(C1CC1)N1CCN(C(O)C2CCCO2)CC1,LR00402
CC(C)N(C)C1NCNC2C1CNN2C,LR00403
CC(C)N(C)C1NCNC2C1CNN2C,LR00404
O[C@H](C1CSNN1)N1CCOCC1,LR00405
O[C@H](C1CSNN1)N1CCOCC1,LR00406
OC(CN1CCCC1O)NC1NCCS1,LR00407
CC(O)N1CCC[C@H](CNS(C)(O)O)C1,LR00408
OC(NC1CC1)C1CCC2OCOC2C1,LR00409
CC(O)NCC1CCNC(N(C)C)C1,LR00410
CCOC(O)CN1CCS(O)(O)CC1,LR00411
CC1CCCC(C(O)N2CCC(C(N)O)CC2)C1,LR00412
COC1CCCC[C@H]1C1NNCO1,LR00413
C[C@H](CS(N)(O)O)C1CCCCC1,LR00414
COC(O)N1CCN(C2CCC(F)CC2)CC1,LR00415
FC1CCC(NC2CCOCC2)NC1,LR00416
CC(O)NC1CC2OCOC2CC1C,LR00417
CNC1CCCCC1S(C)(O)O,LR00418
CN(C)C(O)C1CCC2NCCCC2C1,LR00419
NC(S)NC1CCCCC1OC(F)(F)F,LR00420
OCC1CN(C2CCC(Cl)CC2)NN1,LR00421
CCOC1CCCC[C@H]1N1CCNCC1,LR00422
CC1NCCN1CC1CCCC(CN)C1,LR00423
CN1CCCC2CCC(S(N)(O)O)CC21,LR00424
CN1CCCC2CCC(S(N)(O)O)CC21,LR00425
CC1CC(N2CCNCC2)NC(C)N1,LR00426
CN(C)C1NOC(C2CCNCC2)N1,LR00427
CC1NS[C@H](N2CCCNCC2)N1,LR00428
NC1CCC(S(O)(O)NC2CCCCN2)CC1,LR00429
CNC(O)C1CCC(S(N)(O)O)CC1,LR00430
NC(O)N1CCN(C2CCC(F)CC2)CC1,LR00431
CCC1CSC(C2CNCN2)N1,LR00432
CCC1NCC(CNC)S1,LR00433
C1CO[C@@H](CNC2CCNCC2)C1,LR00434
CS(O)(O)CC1NC2CCCCC2N1,LR00435
C[C@@H](O)C1CNN(C2CCCC2)C1,LR00436
CS(O)(O)NCC1CCNCC1,LR00437
OC(O)COC1CCC(F)CC1,LR00438
CC(O)N[C@H]1CN[C@@H]2CCCCC2C1,LR00439
CNS(O)(O)CC1CC(C)ON1,LR00440
C[C@H](OC1CCC(C2CCCCC2)CC1)C([O-])O,LR00441
OC(O)[C@H]1CCCN([C@H](O)CC2CCC(F)CC2)C1,LR00442
CN1CC[C@H](O[C@H]2CCCC(F)C2)C1O,LR00443
CCNC1CCN(C2CCNCC2)CC1,LR00444
CN1CCO[C@@H](CNC2NCCS2)C1,LR00445
CC1NN(C)C2C(O)NNCC12,LR00446
CC1CCCC([C@@H](O)NCC(O)O)C1,LR00447
CS(O)(O)NCCC1CCCCC1,LR00448
CN(C)C(O)N1CCOC[C@@]12CCOC2,LR00449
NC(O)N1CCN(C(O)C2CCCO2)CC1,LR00450
CCCCN(C)C1CCS(O)(O)CC1,LR00451
CCCCN(C)C1CCS(O)(O)CC1,LR00452
CO[C@H]1CN(C[C@H]2CNCS2)CC[C@H]1C,LR00453
CC1(C)CN(C2NCCCC2F)C[C@@H]1O,LR00454
COCC(O)NCC1CCCCC1,LR00455
C[C@H](NC(O)C1CC1)C1CCCNC1,LR00456
COC1CN(S(O)(O)N2CCCC2)C1,LR00457
O[C@@H](N1CCOCC1)N1CCCC(F)C1,LR00458
OS1(O)CCN(CC2CCCO2)CC1,LR00459
CN1CCC([C@H](O)NC[C@H]2CCCO2)N1,LR00460
CCN1CC(NC(O)C2CCC2)CN1,LR00461
CCC1NC(CN2CCCCC2O)NO1,LR00462
CC(O)N1CCCC2(CCCCCC2)C1,LR00463
CC1NN[C@H](N2CCCCC2)S1,LR00464
C[C@@H]1CN(C(O)C2CNSN2)[C@H](C)CO1,LR00465
OC([C@H]1CCC2OCOC2C1)N1CCCCCC1,LR00466
CC(O)NC1CCC(CN2CCOCC2)CC1,LR00467
CC(C)N1CCN(C(O)[C@H]2CCCS2)CC1,LR00468
OC(C1CC1)N1CCN(C2CCC(F)CC2)CC1,LR00469
CC1C(Cl)CCC[C@H]1NC(O)[C@@H]1CCCO1,LR00470
OC(COC(F)F)N1C[C@H]2CCC[C@H]2C1,LR00471
COC(O)[C@@H]1C[C@@H](O)CN1C(O)C1CCCO1,LR00472
CS(O)(O)N[C@H]1CCOC2(CCCC2)C1,LR00473
C[C@@H](NS(C)(O)O)C1CCCCC1Cl,LR00474
CN(CC(O)N1CCCCC1)S(C)(O)O,LR00475
CC1C([C@@H](C)NS(C)(O)O)CNN1C,LR00476
CC[C@@H](O)N1CCC[C@@H](NS(C)(O)O)C1,LR00477
NS(O)(O)C1CCCCC1OC(F)F,LR00478
OC(C1CNNC1)N1CCCC1,LR00479
OC1CN(CC2CCCCC2)CC(O)N1,LR00480
CCC(O)NC1NC(C)CS1,LR00481
OC(O)COCC1CCCCC1,LR00482
CC[C@H](NC)C1CCNCC1,LR00483
CC(O)N1CCN(C2CCC(Cl)CC2)CC1,LR00484
CC(O)[C@H]1CCC2SC3CCCCC3N(CCCN(C)C)C2C1,LR00485
CCOC1CC(Cl)CCC1N1C(CN2CCNCC2)NC2CCC(F)CC2C1O,LR00486
CCN1NC[C@H]([C@H](O)N(C)[C@H]2C[C@@H](C3CCCC(C(F)(F)F)C3)C2)C1C1CCCCC1,LR00487
CNC(O)C1CCC(CNC[C@@H]2CCC(N3CCNC3)[C@H]([C@@H]3CN(CC4CCC(OC)CC4)NC3C)C2)CC1,LR00488
CNC(O)[C@H](CC1CCNCC1)NC(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(O)C[C@H](N)C1CCCCC1OC,LR00489
CNC(O)[C@H](CC1CCNCC1)NC(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(O)C[C@H](N)C1CCCO1,LR00490
CNC(O)[C@H](CC1CCNCC1)NC(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(O)C[C@H](N)C1CCCCC1OCCOCCO,LR00491
CS[C@@H]1CC(F)CC[C@H]1C1CCC(C(O)NCC2CCCCC2)C(S(C)(O)O)C1,LR00492
C[C@H]1NC(C2CCC3C(C2)CC(O)N3C)CS1,LR00493
CCCO[C@@H]1CC(OCCCCN(C)C)C[C@H](OC2CC3C(C[C@H]2NS(O)(O)C2CCC(OC)C(OC)C2)N(C)C(O)N3C)C1,LR00494
CC1CC(C[C@@H](O)N2C[C@H](O)C[C@H]2C(O)NCC2CCC(C3CNCO3)CC2)ON1,LR00495
CC1C[C@@H](C[C@@H](O)N2C[C@H](O)C[C@H]2C(O)NCC2CCC(C3CCCCC3)CC2)ON1,LR00496
CO[C@H](O)C1CCC(CNC(O)[C@@H]2C[C@@H](O)CN2[C@H](O)CC2CC(C)NO2)CC1,LR00497
CC1CC(CC(O)N2C[C@H](O)C[C@H]2C(O)NCC2CCC(N(O)O)CC2)ON1,LR00498
CNC(O)[C@@H]1C[C@@H](O)CN1C(C)O,LR00499
OC(NCC1CCC(Cl)CC1)[C@@H]1C[C@@H](O)CN1C(O)C1CCCCC1Cl,LR00500
CC1NCS[C@H]1C1CCC(CNC(O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H]2CCC[C@H](N)C2C)CC1,LR00501
C[C@H](O)N1C[C@H](O)C[C@H]1C(O)NCC1CCC(C2CNCO2)CC1,LR00502
CNC(O)[C@@H]1C[C@@H](O)CN1C(O)C[C@@H]1CC(C)NO1,LR00503
CC(C)(C)C[C@@H](O)N1C[C@H](O)C[C@H]1C(O)NCC1CCC(C2CNCO2)CC1,LR00504
CC1NCOC1C1CCC(CN[C@@H](O)[C@@H]2C[C@@H](O)CN2[C@H](O)CC(C)(C)C)CC1,LR00505
CC(C)(C)C[C@@H](O)N1C[C@H](O)C[C@H]1C(O)NCC1CCC(C2CNCS2)CC1,LR00506
CC1NCSC1C1CCC(CN[C@@H](O)[C@@H]2C[C@@H](O)CN2C(O)CC(C)(C)C)CC1,LR00507
CC1CC(CNC(O)[C@@H]2C[C@@H](O)CN2[C@H](O)CC(C)(C)C)CCC1C1CNCS1,LR00508
CC1NCSC1C1CCC(CN[C@@H](O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H](N[C@@H](C)O)C(C)(C)C)CC1,LR00509
CC1NCSC1C1CCC(CNC(O)[C@@H]2C[C@@H](O)CN2[C@@H](O)[C@@H]2C[C@@H](O)CN2C(C)O)CC1,LR00510
CC(C)C[C@H](NC(C)O)C(O)N[C@H](C(O)N1C[C@H](O)C[C@H]1C(O)NCC1CCC([C@@H]2SCNC2C)CC1)C(C)(C)C,LR00511
CC(O)N[C@@H](CC1CCCCC1)[C@@H](O)N[C@H](C(O)N1C[C@H](O)C[C@H]1[C@H](O)NCC1CCC(C2SCNC2C)CC1)C(C)(C)C,LR00512
CC(O)N[C@H]([C@@H](O)N[C@H](C(O)N1C[C@H](O)C[C@H]1C(O)NCC1CCC(C2SCNC2C)CC1)C(C)(C)C)C(C)(C)C,LR00513
CC1NCSC1C1CCC(CN[C@@H](O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H](NC(O)C2(CN)CC2)C(C)(C)C)CC1,LR00514
CC1NCSC1C1CCC(CN[C@@H](O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H](N[C@H](O)CO)C(C)(C)C)CC1,LR00515
CC1NCSC1C1CCC(CN[C@@H](O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H](N[C@H](O)C2CC2)C(C)(C)C)CC1,LR00516
CC1NCSC1C1CCC(CN[C@@H](O)[C@@H]2C[C@@H](O)CN2[C@H](O)[C@@H](N[C@H](O)C2(F)CC2)C(C)(C)C)CC1,LR00517
CC(O)N[C@@H](C)[C@H](O)N1C[C@H](O)C[C@H]1C(O)NCC1CCC(C2SCNC2C)CC1,LR00518
CC1NCSC1C1CCC(CN[C@@H](O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H](NC(O)C2(C(C)O)CC2)C(C)(C)C)CC1,LR00519
CC(O)NC1(C(O)N[C@H](C(O)N2C[C@H](O)C[C@H]2[C@H](O)NCC2CCC(C3SCNC3C)CC2)C(C)(C)C)CC1,LR00520
CC1NCSC1C1CCC(CN[C@@H](O)[C@@H]2C[C@@H](O)CN2[C@H](O)[C@@H](N[C@H](O)C2CCC2)C(C)(C)C)CC1,LR00521
CC1NCSC1C1CCC(CNC(O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H](N[C@H](O)C2COC2)C(C)(C)C)CC1,LR00522
CC(O)N[C@@H](C)[C@H](O)N1C[C@H](O)C[C@H]1[C@H](S)NCC1CCC(C2SCNC2C)CC1,LR00523
CC(O)N[C@@H](C)[C@H](S)N1C[C@H](O)C[C@H]1C(O)NCC1CCC(C2SCNC2C)CC1,LR00524
CC(O)N[C@@H](C)[C@H](S)N1C[C@H](O)C[C@H]1[C@H](S)NCC1CCC(C2SCNC2C)CC1,LR00525
CC(O)N[C@H](C(O)N1C[C@H](O)[C@H](F)[C@H]1[C@H](O)NCC1CCC(C2SCNC2C)CC1)C(C)(C)C,LR00526
CC(O)N[C@H]([C@@H](O)N1C[C@H](O)[C@@H](F)[C@H]1[C@H](O)NCC1CCC(C2SCNC2C)CC1)C(C)(C)C,LR00527
OCC1CCC(N2CCCC2)CC1,LR00528
CNC(O)C[C@H](NC(O)[C@@H]1C[C@@H](O)CN1C(O)[C@@H](NC(O)C1(F)CC1)C(C)(C)C)C1CCC([C@@H]2SCNC2C)CC1,LR00529
COCCOC1CC(Cl)CCC1[C@H](C)NC(O)[C@@H]1C[C@@H](O)CN1[C@H](O)[C@H](C(C)C)C1CC(C)NO1,LR00530
COCCO[C@@H]1C[C@H](C2SCNC2C)CC[C@H]1[C@H](C)NC(O)[C@@H]1C[C@@H](O)CN1C(O)[C@H](C(C)C)[C@@H]1CC(C)NO1,LR00531
COCCO[C@@H]1CC(C2SCNC2C)CC[C@H]1CNC(O)[C@@H]1C[C@@H](O)CN1C(O)[C@H](C(C)C)[C@@H]1CC(C)NO1,LR00532
CC1C[C@@H]([C@@H](C(C)C)[C@@H](O)N2C[C@H](O)C[C@H]2C2NO[C@](C)(C3CCC([C@@H]4SCNC4C)CC3)N2)ON1,LR00533
CC1CC([C@@H](C(C)C)C(O)N2C[C@H](O)C[C@H]2C(O)NOC2CCC(C3SCNC3C)CC2)ON1,LR00534
CC1NCS[C@@H]1C1CC2CCC[C@H](NC(O)[C@@H]3C[C@@H](O)CN3C(O)[C@@H](NC(O)C3(F)CC3)C(C)(C)C)C2CC1F,LR00535
CC1CC(C2SCNC2C)CCC1[C@H](C)NC(O)[C@@H]1C[C@@H](O)CN1C(O)[C@@H](NC(O)C1(F)CC1)C(C)(C)C,LR00536
COC1CC(C2SCNC2C)C(F)CC1[C@H](C)NC(O)[C@@H]1C[C@@H](O)CN1C(O)[C@@H](NC(O)C1(F)CC1)C(C)(C)C,LR00537
CC1NCS[C@H]1C1CCC(CNC(O)[C@H]2C[C@@H](O)CN([C@@H]3CCCCN3)[C@H]2O)CC1,LR00538
O[CH2][Re@OH28]([OH])([CH2]O)([CH2]O)[N]1CCNC1,LR00539
O[CH2][Re@OH25]([CH2]O)([CH2]O)([N]1CCNC1)[N]1CCNC1,LR00540
COCCOCCOC1C[C@@H]([C@@H](C(C)C)[C@@H](O)N2C[C@H](O)C[C@H]2C(O)N[C@@H](C)C2CCC([C@@H]3SCNC3C)CC2)ON1,LR00541
CC1NCSC1C1CCC(CN[C@@H](O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H](N[C@@H](C)O)C(C)(C)C)CC1,LR00542
CC1NCSC1C1CCC(CNC(O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H](N2CC(C3CC3)NN2)C(C)(C)C)CC1,LR00543
CC1NCS[C@H]1C1CCC(CNC(O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H](NC(O)C2(F)CC2)C(C)(C)SC[C@H]2CC[C@@H](CN3CCOCC3)CC2)CC1,LR00544
CC1NCSC1C1CCC(CNC(O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H](NC(O)C2(F)CC2)C(C)(C)SC[C@H]2CC[C@H](CN3CCOCC3)CC2)CC1,LR00545
CCCNC(O)CN1CCN(CCN2[C@H](CCC3CCC(OCCCN(C)C)CC3)N[C@@H]3C[C@H](C4C(C)NOC4C)CC[C@@H]32)CC1,LR00546
CCCCN[C@@H](O)CN1CCN(CCN2C(CCC3CCC(OCCCN(C)C)CC3)NC3C[C@H]([C@H]4C(C)NOC4C)CCC32)CC1,LR00547
O[CH2][Re@OH28]([OH])([CH2]O)([CH2]O)[N]1CCNC1,LR00548
O[CH2][Re@OH25]([CH2]O)([CH2]O)([N]1CCNC1)[N]1CCNC1,LR00549
CCC(O)NC1CC(OCC2CNN(C)C2)CCC1S(O)(O)N(C)C,LR00550
CC(C)N1CCN(CC2CCCCC2F)CC1,LR00551
CC1NCSC1C1CCC([C@H](C)NC(O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H](NC(O)C2(F)CC2)C(C)(C)C)CC1,LR00552
CC1NCSC1C1CCC([C@H](C)NC(O)[C@@H]2C[C@@H](O)CN2C(O)[C@@H]2CCCCN2C(O)C2(F)CC2)CC1,LR00553
CN[C@@H](C)C(O)N[C@H](C(O)N1CCC[C@H]1C(O)N[C@@H]1CCCC2CCCCC21)C(C)(C)C,LR00554
CN[C@@H](C)C(O)N[C@H](C(O)N1C[C@@H](OC2CCCCC2)C[C@H]1C(O)N[C@@H]1CCCC2CCCCC21)C(C)(C)C,LR00555
CC[C@H](NC)C(O)N[C@H]1CCCC[C@H]2CC[C@@H]([C@@H](O)NC(C3CCCCC3)C3CCCCC3)N2C1O,LR00556
C[C@H](N)C1NC(C(O)N2CCC[C@H]2C(O)N[C@@H](CC2CNC3CCCCC23)C(O)O)CO1,LR00557
CC[C@H](N)C(O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@@H](C(O)NC(C3CCCCC3)C3CCCCC3)N2[C@@H]1O,LR00558
CC[C@H](N)C(O)N[C@@H]1C(O)N2[C@@H](CC[C@@H]1CN)CC[C@H]2C(O)NC(C1CCCCC1)C1CCCCC1,LR00559
CC[C@H](N)C(O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@@H](C(O)NC(C3CCCCC3)C3CCCCC3)N2[C@@H]1O,LR00560
CC[C@H](N)C(O)N[C@@H]1C(O)N2[C@@H](CC[C@@H]1CCN)CC[C@H]2C(O)NC(C1CCCCC1)C1CCCCC1,LR00561
CN[C@@H](C)C(O)N[C@@H](C1CCCCC1)C(O)N1CC[C@H](C)[C@H]1C(O)NC1CCCCC1C1NCCCN1,LR00562
CCO[C@@H]1C[C@@H]2CN(C(O)[C@@H](NC(O)[C@H](C)NC)C3CCC(F)(F)CC3)[C@H](C(O)N[C@@H]3CCOC4CCCCC43)CN2C1,LR00563
CN[C@@H](C)[C@H](O)N[C@H]1CN([C@@H](O)C2CCC(N)CC2)[C@@H]2CCCCC2N(CC2C(OC)CCC3CCCCC32)[C@@H]1O,LR00564
CN[C@@H](C)[C@H](O)N[C@@H]1C(O)N(CC2C(OC)CCC3CC(C(O)O)CCC32)C2CCCC[C@@H]2OC12CCOCC2,LR00565
NNNCCOC1CCC(C[C@H](N)C(O)O)CC1,LR00566
OCCC[C@H]1CN([C@@H]2CN[C@H](CO)C2)NN1,LR00567
NC1CCC(C[C@H](N)C(O)O)CC1,LR00568
CC(C)[C@H](NC(O)[C@H](C)[NH3+])C(N)O,LR00569
BrC1CNN(C2CC[NH2+]CC2)C1,LR00570
OC(CN1CC[NH2+]CC1)N1CCCCC1,LR00571
C[C@H]([NH3+])C(O)NC1CCCC(N)N1,LR00572
C[C@@H]1CN(CC(O)N2CCC3CCCCC32)CC[NH2+]1,LR00573
C[C@@H]1CN(CC(O)N2CCCC2)CC[NH2+]1,LR00574
C[C@@H]1CN(CC(O)N2CC(C)(C)C3CCC(Cl)CC32)CC[NH2+]1,LR00575
C[C@@H]1CN(CC(O)N2CCC3CNC(Cl)CC32)CC[NH2+]1,LR00576
COC[C@H]1C[NH2+][C@H](C)CN1CC(O)N1CC(C)(C)C2CNC(CC3CCCCC3)CC21,LR00577
COC[C@H]1C[NH2+][C@H](C)CN1CC(O)N1CC(C)(C)C2CNC(Cl)CC21,LR00578
CC1CNN(C[C@H]2C[NH2+][C@H](C)CN2CC(O)N2CC(C)(C)C3CNC(CC4CCCCC4)CC32)C1,LR00579
COC[C@H]1C[NH2+][C@H](C)CN1CC(O)N1CC(C)(C)C2NCC(CC3CCCCC3)CC21,LR00580
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NCC(CC4CCCCC4)CC32)[C@@H](C(O)N2CCOCC2)C[NH2+]1,LR00581
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NCC(CC4CCC(F)CC4)CC32)[C@@H](CN2CCOC[C@H]2C)C[NH2+]1,LR00582
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NCC(CC4CCCCC4)CC32)[C@@H](CN2CCCC2O)C[NH2+]1,LR00583
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NC(CO)C(CC4CCC(F)CC4)CC32)[C@@H](CN2CCOC[C@H]2C)C[NH2+]1,LR00584
CC[C@H](NC)[C@H](O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@@H](C(O)NCC3CCC(C(C)(C)C)CC3)N2[C@@H]1O,LR00585
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NCC([C@@H](O)C4CCC(F)CC4)CC32)[C@@H](CN2[C@H](C)COC[C@H]2C)C[NH2+]1,LR00586
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NCC(CC4CCC(F)CC4)CC32)[C@@H](CN2CC3CCCCC3C2O)C[NH2+]1,LR00587
CCOCCOCC.COCCOCCOCCO,LR00588
N[C@H](CO)C1CCCCC1,LR00589
N[C@@H]1CCC2C(O[SH](O)O)CCCC21,LR00590
CC[C@H](N)C(O)N[C@H]1[C@@H](CCN)CC[C@H]2CC[C@@H](C(O)NC(C3CCCCC3)C3CCCCC3)N2[C@@H]1O,LR00591
CC[C@H](NC)C(O)N[C@@H]1C(O)N2[C@@H](CC[C@@H]1CCNCC1CCCCC1)CC[C@H]2C(O)NC(C1CCCCC1)C1CCCCC1,LR00592
N[C@@H]1SNNC1C1CCCCC1,LR00593
N[C@H](CO)C1CCCCC1,LR00594
CN[C@@H](C)C(O)N[C@@H](C1CCCCC1)C(O)N1C[C@H]2CCCN2C[C@H]1[C@@H](O)N[C@@H]1CCCC2CCCCC21,LR00595
CCO[C@@H]1C[C@@H]2CN(C(O)[C@@H](NC(O)[C@H](C)NC)C3CCC(F)(F)CC3)[C@H](C(O)N[C@@H]3CCOC4CCCCC43)CN2C1,LR00596
CN[C@@H](C)C(O)N[C@@H](C1CCCCC1)[C@@H](O)N1C[C@H]2C[C@@H]3C[C@@H]3N2C[C@H]1C(O)N[C@@H]1CCOC2CCCCC21,LR00597
CN[C@@H](C)C(O)N[C@@H](C1CCCCC1)C(O)N1C[C@H]2CCCN2C[C@H]1C(O)N[C@@H]1CCOC2CCCCC21,LR00598
CC[C@H](NC)C(O)N[C@@H](C1CCCCC1)C(O)N1C[C@H]2CCCN2C[C@H]1C(O)N[C@@H]1CCOC2CCCCC21,LR00599
CC[C@H](NC)C(O)N[C@@H](C1CCCCC1)C(O)N1C[C@@H]2CC3CCCC[C@@H]3N2C[C@H]1C(O)N[C@@H]1CCOC2CCCCC21,LR00600
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NCC(CC4CCC(F)CC4)CC32)[C@@H](CN2CCOC[C@H]2C)C[NH2+]1,LR00601
CC[C@@H](O)NC[C@H]1CC[C@H]2CC[C@@H](C(O)NCC3CCCCC3)N2[C@H](O)[C@H]1NC(O)[C@H](C)NC,LR00602
CN[C@@H](C)C(O)N[C@@H](C1CCCCC1)C(O)N1CCC[C@H]1C1NC(C(O)C2CCC(F)CC2)CS1,LR00603
