Unified_Scaffold_ID,Supercluster_Key,Scaffold_Hash,Representative_Scaffold_SMILES,Representative_Murcko_SMILES,Scaffold_Class,Ligase_Count,Ligases,Ligase_Local_Scaffold_Count,Original_Scaffold_ID_Group,Recruiter_Count,Recruiter_Code_Group,Is_Cross_Ligase_Supercluster
LR-SCAF00274,b6697a20,b6697a20,C1CCCN(C[C@H]2CCC3OCOC3C2)CC1,C1CCCN(C[C@H]2CCC3OCOC3C2)CC1,Polycyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_61,1,LR00466,False
LR-SCAF00275,b69839f4,b69839f4,C1CCC(N2CCCN2)C1,C1CCC(N2CCCN2)C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_38,1,LR00436,False
LR-SCAF00276,b7bf4532,b7bf4532,C1CC[C@H]2CSCCNC[C@H](NC[C@@H]3CCCN3)COCC2C1,C1CC[C@H]2CSCCNC[C@H](NC[C@@H]3CCCN3)COCC2C1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_49,1,LR00224,False
LR-SCAF00277,b802407d,b802407d,C1CCC(CN2CC3CCCCC3NC[C@@H]2C2CCCCC2)CC1,C1CCC(CN2CC3CCCCC3NC[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_2,1,LR00260,False
LR-SCAF00278,b8e1ee65,b8e1ee65,C1CCC(NC2CCC2)NC1,C1CCC(NC2CCC2)NC1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_7,1,LR00393,False
LR-SCAF00279,b91bbdb2,b91bbdb2,C1CCC2CN(C[C@@H]3C4CCCCC4CCN3C[C@@H]3CCCC[C@@H]3C3NNNN3)CC2C1,C1CCC2CN(C[C@@H]3C4CCCCC4CCN3C[C@@H]3CCCC[C@@H]3C3NNNN3)CC2C1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_6,1,LR00165,False
LR-SCAF00280,b9bcbd87,b9bcbd87,C1CCC(SN[C@H]2CC[C@@H](NSC3CCCCC3)C3CCCC[C@@H]32)CC1,C1CCC(SN[C@H]2CC[C@@H](NSC3CCCCC3)C3CCCC[C@@H]32)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_8,1,LR00169,False
LR-SCAF00281,ba1b5668,ba1b5668,C1CCC(CCN2CCC[C@H]2C2NC3C(CCCC3C3CCCCC3)S2)CC1,C1CCC(CCN2CCC[C@H]2C2NC3C(CCCC3C3CCCCC3)S2)CC1,Polycyclic_Hetero,1,LIVIN,1,LIVIN_SCAF_5,1,LR00255,False
LR-SCAF00282,bb3f1616,bb3f1616,C1CCC(NCCOC2CCC3CCC(CC4CCC5OCCOC5C4)CC3C2)CC1,C1CCC(NCCOC2CCC3CCC(CC4CCC5OCCOC5C4)CC3C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_68,1,LR00247,False
LR-SCAF00283,bc342e7d,bc342e7d,C1CCC(SN[C@H]2CCC[C@@H](N3NCC[C@@H]3C3CC3)C2)CC1,C1CCC(SN[C@H]2CCC[C@@H](N3NCC[C@@H]3C3CC3)C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_35,1,LR00205,False
LR-SCAF00284,bc52da4c,bc52da4c,C1CNNC1,C1CNNC1,Monocyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_69,1,LR00476,False
LR-SCAF00286,bf99e947,bf99e947,C1CCN(CC2CCC3NN(C4CCCC(C5(C6NCNN6)CCC5)C4)CN3C2)CC1,C1CCN(CC2CCC3NN(C4CCCC(C5(C6NCNN6)CCC5)C4)CN3C2)CC1,Polycyclic_Hetero,1,Cbl-b,1,Cbl-b_SCAF_1,1,LR00114,False
LR-SCAF00287,bffd5291,bffd5291,C1CCN(CC2CNNC2)C1,C1CCN(CC2CNNC2)C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_70,1,LR00479,False
LR-SCAF00288,c0cae208,c0cae208,C1CCC([C@H]2C3N[C@H](C4CNCNC4)NC3CN2C2CCCCC2)CC1,C1CCC([C@H]2C3N[C@H](C4CNCNC4)NC3CN2C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_51,1,LR00338,False
LR-SCAF00289,c0f4f282,c0f4f282,C1CNC[C@@H](C2NNC3CC(N4CCC(NC5NCCC(NC6CCC7NCNC7C6)N5)CC4)CCC32)C1,C1CNC[C@@H](C2NNC3CC(N4CCC(NC5NCCC(NC6CCC7NCNC7C6)N5)CC4)CCC32)C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_41,1,LR00109,False
LR-SCAF00291,c1d7a03c,c1d7a03c,C1CNC(N2CC[C@]3(CCOC3)C2)CN1,C1CNC(N2CC[C@]3(CCOC3)C2)CN1,Polycyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_4,1,LR00390,False
LR-SCAF00292,c246366b,c246366b,C1CCC(CN2C3[C@H]([C@@H]4CCCNC4)NC([C@H]4NCON4)C[C@H]3N[C@H]2N2CCO[C@@H]3CCC[C@H]32)CC1,C1CCC(CN2C3[C@H]([C@@H]4CCCNC4)NC([C@H]4NCON4)C[C@H]3N[C@H]2N2CCO[C@@H]3CCC[C@H]32)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_66,1,LR00363,False
LR-SCAF00293,c2d55d93,c2d55d93,C1CCC(CCC2NC3C[C@H]([C@H]4CNOC4)CCC3N2CCN2CCNCC2)CC1,C1CCC(CCC2NC3C[C@H]([C@H]4CNOC4)CCC3N2CCN2CCNCC2)CC1,Polycyclic_Hetero,1,VHL,1,VHL_SCAF_31,1,LR00547,False
LR-SCAF00294,c3032de8,c3032de8,C1CCC2C(C1)CCCC2CN[C@H]1CC[C@@H]2CCN[C@@H]21,C1CCC2C(C1)CCCC2CN[C@H]1CC[C@@H]2CCN[C@@H]21,Polycyclic_Hetero,1,LIVIN,1,LIVIN_SCAF_3,1,LR00253,False
LR-SCAF00297,c592394b,c592394b,C1COC(CN2CCN(CC3CC3)CC2)C1,C1COC(CN2CCN(CC3CC3)CC2)C1,Polycyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_15,1,LR00402,False
LR-SCAF00298,c7612d7c,c7612d7c,C1CCC(C[C@H]2CN3NCC(C4CCC(CN5CCCC6CCCCC65)CC4)C3CN2)CC1,C1CCC(C[C@H]2CN3NCC(C4CCC(CN5CCCC6CCCCC65)CC4)C3CN2)CC1,Polycyclic_Hetero,1,Parkin,1,Parkin_SCAF_1,1,LR00378,False
LR-SCAF00299,c8d43d47,c8d43d47,C1OC2CCC(CNC3CC3)CC2O1,C1OC2CCC(CNC3CC3)CC2O1,Polycyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_20,1,LR00409,False
LR-SCAF00300,c977aab5,c977aab5,C1CC(CNC2CNNC2)C1,C1CC(CNC2CNNC2)C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_56,1,LR00461,False
LR-SCAF00301,c9b79d6e,c9b79d6e,C1CCC([C@H]2[C@@H]3CNC[C@@H]3N(CC3CC3)[C@@]23CNC2CCCCC23)CC1,C1CCC([C@H]2[C@@H]3CNC[C@@H]3N(CC3CC3)[C@@]23CNC2CCCCC23)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_53,1,LR00340,False
LR-SCAF00304,ca742bc7,ca742bc7,C1CCN(CCN2CC[NH2+]CC2)CC1,C1CCN(CCN2CC[NH2+]CC2)CC1,Bicyclic_Hetero,1,XIAP,1,XIAP_SCAF_13,1,LR00571,False
LR-SCAF00305,cb318e39,cb318e39,C1CC[C@@H]2CCC3C(CC[C@H]4C3CCC3CCCC[C@H]34)C2C1,C1CC[C@@H]2CCC3C(CC[C@H]4C3CCC3CCCC[C@H]34)C2C1,Polycyclic,1,KEAP1,1,KEAP1_SCAF_2,1,LR00160,False
LR-SCAF00306,cb3322eb,cb3322eb,C1CCN(CN2CCOCC2)CC1,C1CCN(CN2CCOCC2)CC1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_53,1,LR00458,False
LR-SCAF00307,cb9c95d5,cb9c95d5,C1C[C@@H](CNCC2CCC([C@H]3CNCS3)CC2)N(C[C@H](CSC[C@H]2CC[C@@H](CN3CCOCC3)CC2)NCC2CC2)C1,C1C[C@@H](CNCC2CCC([C@H]3CNCS3)CC2)N(C[C@H](CSC[C@H]2CC[C@@H](CN3CCOCC3)CC2)NCC2CC2)C1,Polycyclic_Hetero,1,VHL,1,VHL_SCAF_28,1,LR00544,False
LR-SCAF00308,cdc78116,cdc78116,C1C[C@@H](C2NOC(C3CCC([C@H]4CNCS4)CC3)N2)N(CC[C@@H]2CCNO2)C1,C1C[C@@H](C2NOC(C3CCC([C@H]4CNCS4)CC3)N2)N(CC[C@@H]2CCNO2)C1,Polycyclic_Hetero,1,VHL,1,VHL_SCAF_20,1,LR00533,False
LR-SCAF00309,cdc82523,cdc82523,C1CCC(C(CN[C@H]2CC[C@@H]3CCN[C@@H]32)C2CCCCC2)CC1,C1CCC(C(CN[C@H]2CC[C@@H]3CCN[C@@H]32)C2CCCCC2)CC1,Polycyclic_Hetero,1,LIVIN,1,LIVIN_SCAF_2,1,LR00252,False
LR-SCAF00310,ce6c187c,ce6c187c,C1CC[C@H]2CN([C@@H]3CCCNC3)C[C@@H]2C1,C1CC[C@H]2CN([C@@H]3CCCNC3)C[C@@H]2C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_5,1,LR00025,False
LR-SCAF00311,ceae9cd4,ceae9cd4,C1CCN(CC2CC2)[C@H](CN2CCC[C@H]2CNCC2CCC(C3CNCS3)CC2)C1,C1CCN(CC2CC2)[C@H](CN2CCC[C@H]2CNCC2CCC(C3CNCS3)CC2)C1,Polycyclic_Hetero,1,VHL,1,VHL_SCAF_34,1,LR00553,False
LR-SCAF00312,cfa059c0,cfa059c0,C1CCC(CNCCC2CCC(CC3CCCCN3)CC2)CC1,C1CCC(CNCCC2CCC(CC3CCCCN3)CC2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_57,1,LR00235,False
LR-SCAF00313,d000c614,d000c614,C1CCC([C@H]2OCCN(CC3CC3)[C@@H]2C2CCCCC2)CC1,C1CCC([C@H]2OCCN(CC3CC3)[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_30,1,LR00302,False
LR-SCAF00316,d191821e,d191821e,C1CCC(N2CCC[C@@H](NC3CC(N4CCOCC4)NCN3)C2)CC1,C1CCC(N2CCC[C@@H](NC3CC(N4CCOCC4)NCN3)C2)CC1,Polycyclic_Hetero,1,DCAF1,1,DCAF1_SCAF_1,1,LR00117,False
LR-SCAF00317,d360b04b,d360b04b,C1CCC2C(C1)CCCC2CN1CCC2(CCOCC2)O[C@H]2CCCCC21,C1CCC2C(C1)CCCC2CN1CCC2(CCOCC2)O[C@H]2CCCCC21,Polycyclic_Hetero,1,XIAP,1,XIAP_SCAF_9,1,LR00565,False
LR-SCAF00320,d5b01f0f,d5b01f0f,C1CNCN(C2CCC3CCNC3C2)C1,C1CNCN(C2CCC3CCNC3C2)C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_31,1,LR00099,False
LR-SCAF00322,d822e5ee,d822e5ee,C1CC2SCCC2CO1,C1CC2SCCC2CO1,Bicyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_39,1,LR00210,False
LR-SCAF00323,da899d9b,da899d9b,C1CCC(SNC2CCCCN2)CC1,C1CCC(SNC2CCCCN2)CC1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_33,1,LR00429,False
LR-SCAF00324,da95e4c9,da95e4c9,C1CCC2OCOC2C1,C1CCC2OCOC2C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_26,1,LR00417,False
LR-SCAF00326,de9a4163,de9a4163,C1CCC(CCN2C[C@@H]3CC4CCCC[C@@H]4N3C[C@H]2CN[C@@H]2CCOC3CCCCC32)CC1,C1CCC(CCN2C[C@@H]3CC4CCCC[C@@H]4N3C[C@H]2CN[C@@H]2CCOC3CCCCC32)CC1,Polycyclic_Hetero,1,cIAP1,1,cIAP1_SCAF_8,1,LR00600,False
LR-SCAF00327,dff1bb21,dff1bb21,C1CCC([C@H]2N[C@@H](C3CCCCC3)[C@@H](C3CCCCC3)N2CN2CCNCC2)CC1,C1CCC([C@H]2N[C@@H](C3CCCCC3)[C@@H](C3CCCCC3)N2CN2CCNCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_69,1,LR00366,False
LR-SCAF00328,dff42204,dff42204,C1CCC(CNC[C@@H]2CNN[C@@H]2C2CCCCC2)CC1,C1CCC(CNC[C@@H]2CNN[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1,DCAF1,1,DCAF1_SCAF_2,1,LR00118,False
LR-SCAF00329,e142496b,e142496b,C1CCC(CNS[C@@H]2CCCS2)CC1,C1CCC(CNS[C@@H]2CCCS2)CC1,Bicyclic_Hetero,1,DCAF15,1,DCAF15_SCAF_2,1,LR00144,False
LR-SCAF00330,e14c9710,e14c9710,C1CCC(CCCNCCN2CCC[C@H]2CNCC2CCC(C3CNCS3)CC2)CC1,C1CCC(CCCNCCN2CCC[C@H]2CNCC2CCC(C3CNCS3)CC2)CC1,Polycyclic_Hetero,1,VHL,1,VHL_SCAF_12,1,LR00512,False
LR-SCAF00331,e1a2b3c4,e1a2b3c4,C1CCC(CN2CC3CCCCC3[C@]2(OCC2CC2)C2CCCCC2)CC1,C1CCC(CN2CC3CCCCC3[C@]2(OCC2CC2)C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_63,1,LR00356,False
LR-SCAF00332,e202be48,e202be48,C1CCC(SNCC2CCCC(CNCC3CCCC4CC5CCCCC5C34)C2)CC1,C1CCC(SNCC2CCCC(CNCC3CCCC4CC5CCCCC5C34)C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_61,1,LR00239,False
LR-SCAF00334,e259aa4c,e259aa4c,C1CCC(SNC2CC[C@@H](NSC3CCCCC3)C3CCCCC23)CC1,C1CCC(SNC2CC[C@@H](NSC3CCCCC3)C3CCCCC23)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_53,1,LR00228,False
LR-SCAF00335,e2ac831d,e2ac831d,C1CCC(CC2CCNCC2)CC1,C1CCC(CC2CCNCC2)CC1,Bicyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_20,1,LR00183,False
LR-SCAF00336,e2b60216,e2b60216,C1CCC2C(NC3CCC4CN([C@H]5CCCNC5)CC4C3)NOC2C1,C1CCC2C(NC3CCC4CN([C@H]5CCCNC5)CC4C3)NOC2C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_19,1,LR00062,False
LR-SCAF00337,e3a2391e,e3a2391e,C1CC(NCC2CCNC(C3CC3)N2)CC(C2CCNCO2)C1,C1CC(NCC2CCNC(C3CC3)N2)CC(C2CCNCO2)C1,Polycyclic_Hetero,1,Cbl-b,1,Cbl-b_SCAF_3,1,LR00116,False
LR-SCAF00338,e3aa9b75,e3aa9b75,C1CCC([C@H]2[C@@H]3NCC[C@@H]3N(CC3CC3)[C@@]23CNC2CCCCC23)CC1,C1CCC([C@H]2[C@@H]3NCC[C@@H]3N(CC3CC3)[C@@]23CNC2CCCCC23)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_46,1,LR00324,False
LR-SCAF00339,e41f6f1c,e41f6f1c,C1CCC(C2(C3C[C@@H]4CC(N5CCNCC5)CCC4[C@@H]4NCCN34)CC2)CC1,C1CCC(C2(C3C[C@@H]4CC(N5CCNCC5)CCC4[C@@H]4NCCN34)CC2)CC1,Polycyclic_Hetero,1,DCAF1,1,DCAF1_SCAF_8,1,LR00130,False
LR-SCAF00342,e7872517,e7872517,C1CCC([C@@H]2CNC[C@@]23CNC2CCCCC23)CC1,C1CCC([C@@H]2CNC[C@@]23CNC2CCCCC23)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_9,1,LR00270,False
LR-SCAF00343,e7a419a1,e7a419a1,C1COC[C@@]2(CCOC2)N1,C1COC[C@@]2(CCOC2)N1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_47,1,LR00449,False
LR-SCAF00344,e7dc5dc6,e7dc5dc6,C1C[C@@H](CNC[C@H]2CC[C@H](C3CNCS3)CC2)N(CC[C@@H]2CCNO2)C1,C1C[C@@H](CNC[C@H]2CC[C@H](C3CNCS3)CC2)N(CC[C@@H]2CCNO2)C1,Polycyclic_Hetero,1,VHL,1,VHL_SCAF_18,1,LR00531,False
LR-SCAF00346,eae92d5d,eae92d5d,C1CNC[C@@H](N2CC3CCC([C@H]4CC(CN5CCCC5)C5CCNC5N4)C[C@@H]3C2)C1,C1CNC[C@@H](N2CC3CCC([C@H]4CC(CN5CCCC5)C5CCNC5N4)C[C@@H]3C2)C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_36,1,LR00104,False
LR-SCAF00350,ef4106a4,ef4106a4,C1C[C@H](N2CCNN2)CN1,C1C[C@H](N2CCNN2)CN1,Bicyclic_Hetero,1,XIAP,1,XIAP_SCAF_11,1,LR00567,False
LR-SCAF00351,f0230b28,f0230b28,C1CNCCN([C@@H]2NCNS2)C1,C1CNCCN([C@@H]2NCNS2)C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_32,1,LR00428,False
LR-SCAF00352,f02c7b93,f02c7b93,C1CCC2NN([C@H]3CCCNC3)NC2C1,C1CCC2NN([C@H]3CCCNC3)NC2C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_13,1,LR00047,False
LR-SCAF00353,f0ab0e88,f0ab0e88,C1CCC2CCCC2C1,C1CCC2CCCC2C1,Bicyclic,1,XIAP,1,XIAP_SCAF_25,1,LR00590,False
LR-SCAF00354,f0e2956c,f0e2956c,C1CCC(CNC[C@@H]2CCC(N3CCNC3)[C@H]([C@H]3CNN(CC4CCCCC4)C3)C2)CC1,C1CCC(CNC[C@@H]2CCC(N3CCNC3)[C@H]([C@H]3CNN(CC4CCCCC4)C3)C2)CC1,Polycyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_75,1,LR00488,False
LR-SCAF00355,f1399e56,f1399e56,C1CCC2NCNC2C1,C1CCC2NCNC2C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_37,1,LR00435,False
LR-SCAF00356,f19493ee,f19493ee,C1CN[C@H](CN2CCC[C@H]2CNCC2CCC(C3CNCS3)CC2)C1,C1CN[C@H](CN2CCC[C@H]2CNCC2CCC(C3CNCS3)CC2)C1,Polycyclic_Hetero,1,VHL,1,VHL_SCAF_10,1,LR00510,False
LR-SCAF00357,f303ffb9,f303ffb9,C1CCCC(NCCOC2CCC3CCC(CC4CCC5OCCOC5C4)CC3C2)CC1,C1CCCC(NCCOC2CCC3CCC(CC4CCC5OCCOC5C4)CC3C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_69,1,LR00248,False
LR-SCAF00358,f3e29005,f3e29005,C1CCC(O[C@@H]2CN[C@H](CN[C@@H]3CCCC4CCCCC43)C2)CC1,C1CCC(O[C@@H]2CN[C@H](CN[C@@H]3CCCC4CCCCC43)C2)CC1,Polycyclic_Hetero,1,XIAP,1,XIAP_SCAF_2,1,LR00555,False
LR-SCAF00361,f5e74ae5,f5e74ae5,C1CCC(CC2CC3C(CCN3CCN3CC[NH2+]C[C@@H]3CN3CCCN3)CN2)CC1,C1CCC(CC2CC3C(CCN3CCN3CC[NH2+]C[C@@H]3CN3CCCN3)CN2)CC1,Polycyclic_Hetero,1,XIAP,1,XIAP_SCAF_19,1,LR00579,False
LR-SCAF00362,f6b8692a,f6b8692a,C1CCC(OCC2CNNC2)CC1,C1CCC(OCC2CNNC2)CC1,Bicyclic_Hetero,1,VHL,1,VHL_SCAF_32,1,LR00550,False
LR-SCAF00363,f6f80973,f6f80973,C1CCN(CC2CCC3NN(C4CCCC(C5CCNCC5)C4)CN3C2)CC1,C1CCN(CC2CCC3NN(C4CCCC(C5CCNCC5)C4)CN3C2)CC1,Polycyclic_Hetero,1,Cbl-b,1,Cbl-b_SCAF_2,1,LR00115,False
LR-SCAF00364,f8bbb460,f8bbb460,C1CCC(SN2CCC3CCC(CNCC4CCCC5CC6CCCCC6C45)CC3C2)CC1,C1CCC(SN2CCC3CCC(CNCC4CCCC5CC6CCCCC6C45)CC3C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_62,1,LR00240,False
LR-SCAF00365,fafa892d,fafa892d,C1CCN(C2CCNCC2)CC1,C1CCN(C2CCNCC2)CC1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_44,1,LR00444,False
LR-SCAF00366,fbabac0e,fbabac0e,C1CCC2C(C1)NCN2[C@H]1CCCNC1,C1CCC2C(C1)NCN2[C@H]1CCCNC1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_24,1,LR00088,False
LR-SCAF00367,fda7e042,fda7e042,C1CCC(SNC2CCC(N3CCCC3)C3CCCCC23)CC1,C1CCC(SNC2CCC(N3CCCC3)C3CCCCC23)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_9,1,LR00170,False
LR-SCAF00368,fdba3dfb,fdba3dfb,C1CNC[C@@H](N2CC3CC[C@@H]([C@@H]4CC(CN5CCCC5)C5CCN(C6COC6)C5N4)CC3C2)C1,C1CNC[C@@H](N2CC3CC[C@@H]([C@@H]4CC(CN5CCCC5)C5CCN(C6COC6)C5N4)CC3C2)C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_40,1,LR00108,False
LR-SCAF00369,fe02860c,fe02860c,C1CCC([C@H]2C3CCCCC3CCN2C2CCCCC2OCC2NNNN2)CC1,C1CCC([C@H]2C3CCCCC3CCN2C2CCCCC2OCC2NNNN2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_40,1,LR00315,False
LR-SCAF00370,fe15cea1,fe15cea1,C1CCC([C@H]2CCCN(CC3CCCC(C4CC4)N3)[C@@H]2C2CCCCC2)CC1,C1CCC([C@H]2CCCN(CC3CCCC(C4CC4)N3)[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_36,1,LR00310,False
LR-SCAF00371,fe69d68f,fe69d68f,C1CCC(SC2NCS[C@@H]2N2CCNCC2)CC1,C1CCC(SC2NCS[C@@H]2N2CCNCC2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_59,1,LR00237,False
